date,description,amount,transaction_type,category
2023-07-05,Gym Membership,₹630.79,debit,Healthcare
2023-07-05,Project Milestone,"₹29,273.31",credit,Income
2023-07-05,Amazon Purchase,₹783.17,debit,Shopping
2023-07-07,Canva Pro,₹499.00,debit,Subscriptions
2023-07-07,Tally Software,"₹9,000.00",debit,Subscriptions
2023-07-08,Meesho Order,"₹1,785.97",debit,Shopping
2023-07-08,Equipment Purchase,"₹26,687.48",debit,Shopping
2023-07-09,Equipment Purchase,"₹16,406.06",debit,Shopping
2023-07-11,Myntra Fashion,₹839.85,debit,Shopping
2023-07-12,Amazon Purchase,"₹5,398.33",debit,Shopping
2023-07-13,YouTube Premium,₹139.00,debit,Subscriptions
2023-07-14,Rapido Bike Taxi,₹68.63,debit,Transportation
2023-07-14,Client Meeting Cab,₹571.73,debit,Transportation
2023-07-15,Uber Ride,₹334.97,debit,Transportation
2023-07-16,Swiggy Order,₹712.90,debit,Food & Dining
2023-07-18,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-07-19,More Supermarket,"₹1,130.80",debit,Groceries
2023-07-20,Project Milestone,"₹74,843.69",credit,Income
2023-07-20,Co-working Space,"₹10,041.09",debit,Housing
2023-07-20,Refund Credit,₹533.43,credit,Income
2023-07-21,Invoice Software,₹976.92,debit,Subscriptions
2023-07-22,Amazon Prime,₹222.93,debit,Subscriptions
2023-07-24,Myntra Fashion,"₹2,892.67",debit,Shopping
2023-07-24,Client Meeting Cab,₹357.76,debit,Transportation
2023-07-24,Amazon Prime,₹391.31,debit,Subscriptions
2023-07-24,Retainer Fee Credit,"₹11,770.00",credit,Income
2023-07-24,Co-working Space,"₹5,521.98",debit,Housing
2023-07-25,Ajio Clothing,₹814.75,debit,Shopping
2023-07-26,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-07-26,Refund Credit,"₹1,467.84",credit,Income
2023-07-26,Co-working Space,"₹6,855.26",debit,Housing
2023-07-28,Namecheap Domain,"₹1,368.31",debit,Utilities
2023-07-29,Amazon Prime,₹233.03,debit,Subscriptions
2023-07-30,Gaming Recharge,"₹1,258.89",debit,Entertainment
2023-07-30,Netflix Subscription,₹340.00,debit,Subscriptions
2023-07-30,PVR Cinemas,₹455.28,debit,Entertainment
2023-07-30,Refund Credit,"₹3,268.52",credit,Income
2023-07-31,Invoice Software,"₹1,107.43",debit,Subscriptions
2023-08-01,Invoice Software,"₹1,050.74",debit,Subscriptions
2023-08-01,Equipment Purchase,"₹8,453.83",debit,Shopping
2023-08-02,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-08-02,Hostinger Hosting,"₹3,500.86",debit,Utilities
2023-08-02,BookMyShow Tickets,"₹1,075.53",debit,Entertainment
2023-08-02,Refund Credit,"₹3,087.35",credit,Income
2023-08-03,Tally Software,"₹9,000.00",debit,Subscriptions
2023-08-03,Client Meeting Cab,₹936.61,debit,Transportation
2023-08-04,Swiggy Order,₹883.33,debit,Food & Dining
2023-08-04,BookMyShow Tickets,₹591.25,debit,Entertainment
2023-08-04,Flipkart Order,"₹4,652.28",debit,Shopping
2023-08-05,BigBasket Groceries,"₹2,027.31",debit,Groceries
2023-08-05,Myntra Fashion,₹524.81,debit,Shopping
2023-08-07,Royalty Credit,"₹13,816.85",credit,Income
2023-08-07,Co-working Space,"₹4,042.43",debit,Housing
2023-08-07,Apollo Pharmacy,₹462.17,debit,Healthcare
2023-08-08,Canva Pro,₹499.00,debit,Subscriptions
2023-08-08,Netflix Subscription,₹508.14,debit,Subscriptions
2023-08-09,Gaming Recharge,"₹1,560.74",debit,Entertainment
2023-08-09,Gym Membership,"₹2,023.63",debit,Healthcare
2023-08-09,Hotstar Subscription,₹514.12,debit,Subscriptions
2023-08-10,Myntra Fashion,"₹1,791.77",debit,Shopping
2023-08-12,Canva Pro,₹499.00,debit,Subscriptions
2023-08-13,Equipment Purchase,"₹21,435.63",debit,Shopping
2023-08-14,1mg Medicine Order,"₹1,404.30",debit,Healthcare
2023-08-14,Zomato Food Delivery,₹606.79,debit,Food & Dining
2023-08-15,Co-working Space,"₹3,430.99",debit,Housing
2023-08-16,Canva Pro,₹499.00,debit,Subscriptions
2023-08-17,Refund Credit,"₹1,298.76",credit,Income
2023-08-18,BigBasket Groceries,"₹2,344.12",debit,Groceries
2023-08-18,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-08-19,Swiggy Order,₹145.32,debit,Food & Dining
2023-08-19,Namecheap Domain,"₹1,575.45",debit,Utilities
2023-08-20,Notion Subscription,₹500.00,debit,Subscriptions
2023-08-20,Zomato Food Delivery,₹660.14,debit,Food & Dining
2023-08-20,Project Milestone,"₹83,957.85",credit,Income
2023-08-21,Flipkart Order,"₹5,977.66",debit,Shopping
2023-08-21,Reliance Fresh,₹407.95,debit,Groceries
2023-08-23,PVR Cinemas,₹341.21,debit,Entertainment
2023-08-24,Gym Membership,₹727.81,debit,Healthcare
2023-08-24,Zomato Food Delivery,₹681.53,debit,Food & Dining
2023-08-24,Chartered Accountant Fee,"₹5,237.13",debit,Miscellaneous
2023-08-24,Flipkart Order,"₹3,110.25",debit,Shopping
2023-08-25,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-08-25,Cashback Credit,₹467.62,credit,Income
2023-08-26,More Supermarket,₹678.72,debit,Groceries
2023-08-27,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-08-27,Retainer Fee Credit,"₹39,878.98",credit,Income
2023-08-28,Invoice Software,"₹1,908.80",debit,Subscriptions
2023-08-29,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-08-29,Canva Pro,₹499.00,debit,Subscriptions
2023-08-30,Ajio Clothing,₹591.93,debit,Shopping
2023-08-30,BookMyShow Tickets,"₹1,362.06",debit,Entertainment
2023-08-30,More Supermarket,"₹1,631.16",debit,Groceries
2023-08-31,Gym Membership,₹662.87,debit,Healthcare
2023-08-31,Amazon Purchase,"₹7,316.46",debit,Shopping
2023-09-01,Ajio Clothing,"₹2,966.01",debit,Shopping
2023-09-01,Gym Membership,"₹1,723.84",debit,Healthcare
2023-09-01,Refund Credit,"₹2,329.50",credit,Income
2023-09-02,Tally Software,"₹9,000.00",debit,Subscriptions
2023-09-03,YouTube Premium,₹139.00,debit,Subscriptions
2023-09-06,Namecheap Domain,"₹1,937.92",debit,Utilities
2023-09-06,Co-working Space,"₹8,342.78",debit,Housing
2023-09-06,Project Milestone,"₹86,976.63",credit,Income
2023-09-06,Refund Credit,"₹4,440.60",credit,Income
2023-09-07,Ola Cab,₹325.77,debit,Transportation
2023-09-08,Meesho Order,"₹1,937.95",debit,Shopping
2023-09-11,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-09-11,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-09-12,Refund Credit,"₹3,351.49",credit,Income
2023-09-12,Ola Cab,₹289.28,debit,Transportation
2023-09-13,Course Sale Revenue,"₹19,565.39",credit,Income
2023-09-13,YouTube Premium,₹139.00,debit,Subscriptions
2023-09-14,Swiggy Order,₹194.17,debit,Food & Dining
2023-09-14,Flipkart Order,"₹4,925.78",debit,Shopping
2023-09-14,Tally Software,"₹9,000.00",debit,Subscriptions
2023-09-14,Spotify Premium,₹119.00,debit,Subscriptions
2023-09-14,Amazon Prime,₹489.24,debit,Subscriptions
2023-09-16,Ola Cab,₹381.37,debit,Transportation
2023-09-17,Zomato Food Delivery,₹225.28,debit,Food & Dining
2023-09-18,Refund Credit,"₹1,825.59",credit,Income
2023-09-18,Notion Subscription,₹500.00,debit,Subscriptions
2023-09-18,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-09-18,1mg Medicine Order,₹244.82,debit,Healthcare
2023-09-19,Netflix Subscription,₹538.77,debit,Subscriptions
2023-09-20,Equipment Purchase,"₹44,408.11",debit,Shopping
2023-09-21,Rapido Bike Taxi,₹77.72,debit,Transportation
2023-09-21,Retainer Fee Credit,"₹20,405.31",credit,Income
2023-09-22,Co-working Space,"₹6,103.43",debit,Housing
2023-09-22,Client Meeting Cab,₹913.73,debit,Transportation
2023-09-23,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-09-23,More Supermarket,₹338.19,debit,Groceries
2023-09-24,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-09-24,Flipkart Order,₹446.55,debit,Shopping
2023-09-24,More Supermarket,₹462.88,debit,Groceries
2023-09-25,Invoice Software,₹834.30,debit,Subscriptions
2023-09-25,1mg Medicine Order,"₹1,287.42",debit,Healthcare
2023-09-25,Hostinger Hosting,"₹1,013.74",debit,Utilities
2023-09-26,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-09-26,Equipment Purchase,"₹47,284.59",debit,Shopping
2023-09-27,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-09-27,Spotify Premium,₹119.00,debit,Subscriptions
2023-09-28,Ajio Clothing,"₹3,454.10",debit,Shopping
2023-09-28,Hostinger Hosting,"₹3,402.44",debit,Utilities
2023-09-29,More Supermarket,"₹1,717.99",debit,Groceries
2023-10-01,DMart Purchase,"₹1,821.51",debit,Groceries
2023-10-01,Gaming Recharge,₹321.47,debit,Entertainment
2023-10-01,Retainer Fee Credit,"₹48,517.90",credit,Income
2023-10-01,Rapido Bike Taxi,₹131.71,debit,Transportation
2023-10-02,Rapido Bike Taxi,₹182.82,debit,Transportation
2023-10-02,Invoice Software,"₹1,841.96",debit,Subscriptions
2023-10-02,Royalty Credit,"₹15,698.81",credit,Income
2023-10-03,Apollo Pharmacy,₹679.32,debit,Healthcare
2023-10-04,Spotify Premium,₹119.00,debit,Subscriptions
2023-10-04,Canva Pro,₹499.00,debit,Subscriptions
2023-10-04,Co-working Space,"₹11,841.58",debit,Housing
2023-10-06,Rapido Bike Taxi,₹31.81,debit,Transportation
2023-10-07,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-10-07,Invoice Software,"₹1,598.24",debit,Subscriptions
2023-10-09,Equipment Purchase,"₹14,331.79",debit,Shopping
2023-10-10,PVR Cinemas,₹381.00,debit,Entertainment
2023-10-10,Co-working Space,"₹6,920.81",debit,Housing
2023-10-11,Ola Cab,₹135.93,debit,Transportation
2023-10-12,Gaming Recharge,₹463.91,debit,Entertainment
2023-10-14,Notion Subscription,₹500.00,debit,Subscriptions
2023-10-15,Spotify Premium,₹119.00,debit,Subscriptions
2023-10-16,Spotify Premium,₹119.00,debit,Subscriptions
2023-10-16,Spotify Premium,₹119.00,debit,Subscriptions
2023-10-17,More Supermarket,₹784.25,debit,Groceries
2023-10-18,Retainer Fee Credit,"₹24,294.91",credit,Income
2023-10-18,Hostinger Hosting,"₹4,560.55",debit,Utilities
2023-10-19,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-10-20,Hostinger Hosting,"₹2,296.50",debit,Utilities
2023-10-20,Client Payment UPI,"₹48,620.87",credit,Income
2023-10-25,Co-working Space,"₹4,398.46",debit,Housing
2023-10-25,Namecheap Domain,"₹1,189.44",debit,Utilities
2023-10-25,Myntra Fashion,"₹1,602.67",debit,Shopping
2023-10-26,Uber Ride,₹400.32,debit,Transportation
2023-10-26,Zomato Food Delivery,₹803.37,debit,Food & Dining
2023-10-28,Refund Credit,"₹2,317.19",credit,Income
2023-10-28,Ola Cab,₹350.85,debit,Transportation
2023-10-28,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-10-30,YouTube Premium,₹139.00,debit,Subscriptions
2023-10-30,Client Payment UPI,"₹93,883.43",credit,Income
2023-10-31,YouTube Premium,₹139.00,debit,Subscriptions
2023-11-02,Refund Credit,"₹2,201.45",credit,Income
2023-11-03,Hotstar Subscription,₹723.21,debit,Subscriptions
2023-11-04,Meesho Order,₹712.47,debit,Shopping
2023-11-05,Gaming Recharge,₹672.36,debit,Entertainment
2023-11-06,PVR Cinemas,₹299.80,debit,Entertainment
2023-11-08,Gym Membership,"₹1,488.77",debit,Healthcare
2023-11-08,Royalty Credit,"₹12,099.15",credit,Income
2023-11-09,Retainer Fee Credit,"₹16,890.50",credit,Income
2023-11-11,Cashback Credit,₹873.56,credit,Income
2023-11-12,Spotify Premium,₹119.00,debit,Subscriptions
2023-11-12,Zomato Food Delivery,₹763.24,debit,Food & Dining
2023-11-13,Rapido Bike Taxi,₹80.88,debit,Transportation
2023-11-13,Gym Membership,"₹1,313.63",debit,Healthcare
2023-11-14,Rapido Bike Taxi,₹78.67,debit,Transportation
2023-11-15,Ajio Clothing,"₹1,901.37",debit,Shopping
2023-11-16,More Supermarket,"₹1,396.39",debit,Groceries
2023-11-17,BookMyShow Tickets,"₹1,388.16",debit,Entertainment
2023-11-19,Client Payment UPI,"₹116,554.93",credit,Income
2023-11-19,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-11-19,BookMyShow Tickets,₹907.67,debit,Entertainment
2023-11-21,Spotify Premium,₹119.00,debit,Subscriptions
2023-11-21,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-11-21,Royalty Credit,"₹7,729.32",credit,Income
2023-11-23,Chartered Accountant Fee,"₹4,191.01",debit,Miscellaneous
2023-11-23,Ola Cab,₹104.38,debit,Transportation
2023-11-23,Namecheap Domain,"₹1,338.95",debit,Utilities
2023-11-27,DMart Purchase,"₹2,845.03",debit,Groceries
2023-11-27,Hostinger Hosting,"₹3,487.67",debit,Utilities
2023-11-28,Hostinger Hosting,"₹3,507.93",debit,Utilities
2023-11-29,Amazon Prime,₹544.53,debit,Subscriptions
2023-11-29,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-11-30,Uber Ride,₹269.57,debit,Transportation
2023-11-30,Swiggy Order,₹815.34,debit,Food & Dining
2023-11-30,Gaming Recharge,"₹1,750.14",debit,Entertainment
2023-12-01,Canva Pro,₹499.00,debit,Subscriptions
2023-12-01,Tally Software,"₹9,000.00",debit,Subscriptions
2023-12-01,Spotify Premium,₹119.00,debit,Subscriptions
2023-12-01,Uber Ride,₹501.05,debit,Transportation
2023-12-01,Reliance Fresh,"₹1,412.01",debit,Groceries
2023-12-02,Myntra Fashion,"₹2,298.82",debit,Shopping
2023-12-04,Retainer Fee Credit,"₹21,730.06",credit,Income
2023-12-04,PVR Cinemas,₹530.41,debit,Entertainment
2023-12-04,Ajio Clothing,"₹1,260.49",debit,Shopping
2023-12-04,Reliance Fresh,₹618.92,debit,Groceries
2023-12-04,Course Sale Revenue,"₹27,625.57",credit,Income
2023-12-05,Zomato Food Delivery,₹666.18,debit,Food & Dining
2023-12-05,Cashback Credit,₹474.17,credit,Income
2023-12-06,Rapido Bike Taxi,₹116.42,debit,Transportation
2023-12-06,BigBasket Groceries,"₹1,444.66",debit,Groceries
2023-12-06,Uber Ride,₹597.09,debit,Transportation
2023-12-07,Ajio Clothing,"₹1,609.45",debit,Shopping
2023-12-08,Hostinger Hosting,"₹1,244.06",debit,Utilities
2023-12-08,Ajio Clothing,"₹2,082.72",debit,Shopping
2023-12-09,1mg Medicine Order,₹720.28,debit,Healthcare
2023-12-10,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-12-11,Zomato Food Delivery,₹372.91,debit,Food & Dining
2023-12-11,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-12-12,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-12-12,Hostinger Hosting,"₹3,120.85",debit,Utilities
2023-12-13,Ola Cab,₹123.54,debit,Transportation
2023-12-14,Gaming Recharge,"₹1,940.51",debit,Entertainment
2023-12-15,Retainer Fee Credit,"₹20,479.97",credit,Income
2023-12-15,Flipkart Order,"₹5,982.29",debit,Shopping
2023-12-16,Gym Membership,"₹2,319.95",debit,Healthcare
2023-12-17,PVR Cinemas,₹312.29,debit,Entertainment
2023-12-17,Amazon Purchase,₹441.23,debit,Shopping
2023-12-18,Gym Membership,₹520.24,debit,Healthcare
2023-12-19,Cashback Credit,₹926.07,credit,Income
2023-12-19,Notion Subscription,₹500.00,debit,Subscriptions
2023-12-20,Tally Software,"₹9,000.00",debit,Subscriptions
2023-12-21,DMart Purchase,"₹3,173.27",debit,Groceries
2023-12-22,Gym Membership,"₹1,351.06",debit,Healthcare
2023-12-22,1mg Medicine Order,₹126.58,debit,Healthcare
2023-12-23,Meesho Order,₹624.20,debit,Shopping
2023-12-24,Zomato Food Delivery,₹623.87,debit,Food & Dining
2023-12-26,Ola Cab,₹250.30,debit,Transportation
2023-12-26,BigBasket Groceries,"₹1,936.11",debit,Groceries
2023-12-26,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-12-26,Netflix Subscription,₹549.70,debit,Subscriptions
2023-12-29,Meesho Order,₹906.11,debit,Shopping
2023-12-29,Rapido Bike Taxi,₹190.98,debit,Transportation
2023-12-30,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-12-31,Client Meeting Cab,₹423.44,debit,Transportation
2024-01-01,Client Payment UPI,"₹71,692.93",credit,Income
2024-01-03,BookMyShow Tickets,₹254.79,debit,Entertainment
2024-01-03,Flipkart Order,"₹1,680.20",debit,Shopping
2024-01-04,BookMyShow Tickets,₹512.63,debit,Entertainment
2024-01-05,Tally Software,"₹9,000.00",debit,Subscriptions
2024-01-05,Rapido Bike Taxi,₹176.78,debit,Transportation
2024-01-05,Royalty Credit,"₹8,601.81",credit,Income
2024-01-06,Client Meeting Cab,₹962.30,debit,Transportation
2024-01-06,Royalty Credit,"₹9,974.73",credit,Income
2024-01-06,More Supermarket,"₹1,661.55",debit,Groceries
2024-01-06,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-01-07,Gym Membership,"₹2,364.31",debit,Healthcare
2024-01-07,Amazon Purchase,"₹3,238.83",debit,Shopping
2024-01-07,Zomato Food Delivery,₹717.51,debit,Food & Dining
2024-01-08,Client Meeting Cab,₹379.24,debit,Transportation
2024-01-09,Hostinger Hosting,"₹4,937.66",debit,Utilities
2024-01-09,Amazon Prime,₹588.54,debit,Subscriptions
2024-01-10,Uber Ride,₹229.55,debit,Transportation
2024-01-10,PVR Cinemas,₹446.41,debit,Entertainment
2024-01-10,Chartered Accountant Fee,"₹9,334.92",debit,Miscellaneous
2024-01-11,Zomato Food Delivery,₹540.78,debit,Food & Dining
2024-01-12,Netflix Subscription,₹463.32,debit,Subscriptions
2024-01-12,More Supermarket,₹135.02,debit,Groceries
2024-01-12,Retainer Fee Credit,"₹21,549.34",credit,Income
2024-01-13,Tally Software,"₹9,000.00",debit,Subscriptions
2024-01-13,Swiggy Order,₹875.78,debit,Food & Dining
2024-01-13,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2024-01-14,Amazon Purchase,"₹1,446.69",debit,Shopping
2024-01-14,Flipkart Order,"₹5,546.14",debit,Shopping
2024-01-15,Netflix Subscription,₹627.05,debit,Subscriptions
2024-01-15,Client Meeting Cab,₹838.63,debit,Transportation
2024-01-15,BookMyShow Tickets,₹639.36,debit,Entertainment
2024-01-15,Amazon Purchase,"₹4,330.78",debit,Shopping
2024-01-16,PVR Cinemas,₹387.15,debit,Entertainment
2024-01-16,Notion Subscription,₹500.00,debit,Subscriptions
2024-01-16,BigBasket Groceries,₹670.66,debit,Groceries
2024-01-16,Project Milestone,"₹40,845.94",credit,Income
2024-01-17,Refund Credit,"₹1,838.61",credit,Income
2024-01-17,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2024-01-17,Uber Ride,₹548.64,debit,Transportation
2024-01-17,Tally Software,"₹9,000.00",debit,Subscriptions
2024-01-18,Gaming Recharge,₹863.30,debit,Entertainment
2024-01-18,Chartered Accountant Fee,"₹14,766.80",debit,Miscellaneous
2024-01-18,Gaming Recharge,"₹1,194.40",debit,Entertainment
2024-01-19,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-01-20,Flipkart Order,"₹4,696.24",debit,Shopping
2024-01-20,Tally Software,"₹9,000.00",debit,Subscriptions
2024-01-20,1mg Medicine Order,"₹1,155.98",debit,Healthcare
2024-01-21,1mg Medicine Order,₹717.33,debit,Healthcare
2024-01-21,Flipkart Order,"₹1,191.58",debit,Shopping
2024-01-21,Flipkart Order,"₹5,609.05",debit,Shopping
2024-01-21,Namecheap Domain,"₹1,024.16",debit,Utilities
2024-01-23,1mg Medicine Order,₹680.28,debit,Healthcare
2024-01-23,Netflix Subscription,₹351.77,debit,Subscriptions
2024-01-24,Course Sale Revenue,"₹14,418.93",credit,Income
2024-01-26,Flipkart Order,"₹1,173.03",debit,Shopping
2024-01-27,Invoice Software,"₹1,597.18",debit,Subscriptions
2024-01-27,Canva Pro,₹499.00,debit,Subscriptions
2024-01-28,Hotstar Subscription,₹766.95,debit,Subscriptions
2024-01-28,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-01-30,Spotify Premium,₹119.00,debit,Subscriptions
2024-01-31,Gym Membership,"₹1,591.93",debit,Healthcare
2024-01-31,Reliance Fresh,"₹1,111.26",debit,Groceries
2024-02-01,Swiggy Order,₹132.25,debit,Food & Dining
2024-02-02,Meesho Order,"₹1,746.48",debit,Shopping
2024-02-03,Myntra Fashion,"₹3,224.01",debit,Shopping
2024-02-03,BookMyShow Tickets,"₹1,128.97",debit,Entertainment
2024-02-04,Client Payment UPI,"₹82,497.47",credit,Income
2024-02-05,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-02-05,Royalty Credit,"₹13,276.41",credit,Income
2024-02-06,More Supermarket,₹196.47,debit,Groceries
2024-02-06,Reliance Fresh,"₹1,172.94",debit,Groceries
2024-02-06,Equipment Purchase,"₹18,918.46",debit,Shopping
2024-02-06,DMart Purchase,"₹1,020.09",debit,Groceries
2024-02-06,BigBasket Groceries,"₹3,536.70",debit,Groceries
2024-02-07,Retainer Fee Credit,"₹20,474.62",credit,Income
2024-02-07,Spotify Premium,₹119.00,debit,Subscriptions
2024-02-08,YouTube Premium,₹139.00,debit,Subscriptions
2024-02-08,Project Milestone,"₹37,688.46",credit,Income
2024-02-09,Hostinger Hosting,"₹1,339.11",debit,Utilities
2024-02-11,BookMyShow Tickets,"₹1,225.75",debit,Entertainment
2024-02-13,Zoom Pro,"₹1,300.00",debit,Subscriptions
2024-02-13,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-02-15,Swiggy Order,₹534.68,debit,Food & Dining
2024-02-17,Refund Credit,"₹1,766.56",credit,Income
2024-02-18,BigBasket Groceries,"₹1,859.91",debit,Groceries
2024-02-20,1mg Medicine Order,₹399.05,debit,Healthcare
2024-02-20,More Supermarket,₹312.11,debit,Groceries
2024-02-20,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-02-20,Gym Membership,"₹1,006.51",debit,Healthcare
2024-02-20,Client Payment UPI,"₹65,071.87",credit,Income
2024-02-20,Reliance Fresh,"₹1,669.15",debit,Groceries
2024-02-21,Myntra Fashion,"₹3,373.32",debit,Shopping
2024-02-21,BookMyShow Tickets,₹875.14,debit,Entertainment
2024-02-22,Spotify Premium,₹119.00,debit,Subscriptions
2024-02-22,Hostinger Hosting,"₹1,423.12",debit,Utilities
2024-02-24,Zoom Pro,"₹1,300.00",debit,Subscriptions
2024-02-25,Project Milestone,"₹95,657.49",credit,Income
2024-02-25,Project Milestone,"₹41,750.48",credit,Income
2024-02-26,PVR Cinemas,₹714.24,debit,Entertainment
2024-02-26,BigBasket Groceries,"₹3,530.45",debit,Groceries
2024-02-27,Co-working Space,"₹11,467.55",debit,Housing
2024-02-28,Zoom Pro,"₹1,300.00",debit,Subscriptions
2024-02-28,Spotify Premium,₹119.00,debit,Subscriptions
2024-02-29,YouTube Premium,₹139.00,debit,Subscriptions
2024-02-29,Invoice Software,"₹1,613.39",debit,Subscriptions
2024-03-01,Gaming Recharge,₹61.75,debit,Entertainment
2024-03-01,Cashback Credit,₹221.81,credit,Income
2024-03-02,More Supermarket,"₹1,790.70",debit,Groceries
2024-03-02,Gaming Recharge,₹983.16,debit,Entertainment
2024-03-02,Gym Membership,"₹1,719.06",debit,Healthcare
2024-03-04,Rapido Bike Taxi,₹116.32,debit,Transportation
2024-03-04,DMart Purchase,"₹1,435.61",debit,Groceries
2024-03-04,Ajio Clothing,"₹1,633.81",debit,Shopping
2024-03-04,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-03-05,Reliance Fresh,₹641.98,debit,Groceries
2024-03-05,Reliance Fresh,₹490.54,debit,Groceries
2024-03-05,Ola Cab,₹325.60,debit,Transportation
2024-03-06,Invoice Software,"₹1,980.40",debit,Subscriptions
2024-03-07,Zoom Pro,"₹1,300.00",debit,Subscriptions
2024-03-09,1mg Medicine Order,₹856.16,debit,Healthcare
2024-03-09,Course Sale Revenue,"₹17,886.40",credit,Income
2024-03-10,Zoom Pro,"₹1,300.00",debit,Subscriptions
2024-03-11,Ola Cab,₹145.73,debit,Transportation
2024-03-11,Notion Subscription,₹500.00,debit,Subscriptions
2024-03-12,Spotify Premium,₹119.00,debit,Subscriptions
2024-03-13,Myntra Fashion,"₹2,889.72",debit,Shopping
2024-03-13,Refund Credit,"₹2,762.88",credit,Income
2024-03-13,Ola Cab,₹461.49,debit,Transportation
2024-03-14,Hotstar Subscription,₹329.11,debit,Subscriptions
2024-03-14,Notion Subscription,₹500.00,debit,Subscriptions
2024-03-14,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2024-03-15,Canva Pro,₹499.00,debit,Subscriptions
2024-03-15,Hotstar Subscription,₹215.13,debit,Subscriptions
2024-03-15,Amazon Prime,₹613.45,debit,Subscriptions
2024-03-17,Gym Membership,"₹2,429.91",debit,Healthcare
2024-03-17,Swiggy Order,₹898.59,debit,Food & Dining
2024-03-17,Amazon Prime,₹977.81,debit,Subscriptions
2024-03-17,PVR Cinemas,₹436.68,debit,Entertainment
2024-03-18,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-03-18,Notion Subscription,₹500.00,debit,Subscriptions
2024-03-19,YouTube Premium,₹139.00,debit,Subscriptions
2024-03-22,Royalty Credit,"₹1,954.89",credit,Income
2024-03-22,Retainer Fee Credit,"₹28,826.59",credit,Income
2024-03-23,Gaming Recharge,₹211.59,debit,Entertainment
2024-03-25,Invoice Software,₹532.68,debit,Subscriptions
2024-03-26,Gaming Recharge,"₹1,578.09",debit,Entertainment
2024-03-26,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2024-03-26,Netflix Subscription,₹496.56,debit,Subscriptions
2024-03-27,Refund Credit,"₹2,184.47",credit,Income
2024-03-27,Project Milestone,"₹63,356.12",credit,Income
2024-03-27,Retainer Fee Credit,"₹37,339.11",credit,Income
2024-03-28,Retainer Fee Credit,"₹15,602.23",credit,Income
2024-03-28,Swiggy Order,₹486.43,debit,Food & Dining
2024-03-30,Spotify Premium,₹119.00,debit,Subscriptions
2024-03-30,BigBasket Groceries,"₹1,635.76",debit,Groceries
2024-03-31,Retainer Fee Credit,"₹16,880.46",credit,Income
2024-04-01,Meesho Order,₹816.59,debit,Shopping
2024-04-01,Zomato Food Delivery,₹206.54,debit,Food & Dining
2024-04-02,Notion Subscription,₹500.00,debit,Subscriptions
2024-04-02,Netflix Subscription,₹160.74,debit,Subscriptions
2024-04-02,Equipment Purchase,"₹19,162.66",debit,Shopping
2024-04-03,Swiggy Order,₹471.95,debit,Food & Dining
2024-04-03,PVR Cinemas,₹557.23,debit,Entertainment
2024-04-04,Myntra Fashion,₹545.89,debit,Shopping
2024-04-05,Zoom Pro,"₹1,300.00",debit,Subscriptions
2024-04-05,Reliance Fresh,₹483.13,debit,Groceries
2024-04-06,Royalty Credit,"₹19,094.38",credit,Income
2024-04-07,Refund Credit,"₹2,579.29",credit,Income
2024-04-07,Canva Pro,₹499.00,debit,Subscriptions
2024-04-08,Zoom Pro,"₹1,300.00",debit,Subscriptions
