Value Date,Narration,Amount,Dr/Cr,Category
01-11-2022,Hospital Bill,9268.84,Dr,Healthcare
02-11-2022,Kiryana Store,1096.07,Dr,Groceries
03-11-2022,Kiryana Store,537.2,Dr,Groceries
03-11-2022,Diagnostic Tests,2062.51,Dr,Healthcare
04-11-2022,LIC Premium,6716.54,Dr,Insurance
06-11-2022,Hospital Bill,31937.14,Dr,Healthcare
06-11-2022,PPF Withdrawal,20686.47,Cr,Income
07-11-2022,Readymade Garments,1665.54,Dr,Shopping
07-11-2022,Vegetable Market,383.17,Dr,Groceries
07-11-2022,LPG Cylinder,922.02,Dr,Utilities
09-11-2022,Post Office Interest,5594.57,Cr,Income
09-11-2022,Diagnostic Tests,8715.77,Dr,Healthcare
09-11-2022,Fixed Deposit Interest,26682.52,Cr,Income
10-11-2022,Train Ticket,4817.6,Dr,Travel
11-11-2022,Chemist Medical Store,2339.58,Dr,Healthcare
12-11-2022,Chemist Medical Store,3737.96,Dr,Healthcare
14-11-2022,Readymade Garments,1424.74,Dr,Shopping
14-11-2022,Home Nurse Service,11951.27,Dr,Healthcare
15-11-2022,Electricity Bill,1287.98,Dr,Utilities
15-11-2022,Temple Donation,2376.09,Dr,Miscellaneous
16-11-2022,Chemist Medical Store,4756.97,Dr,Healthcare
16-11-2022,Hospital Bill,20294.64,Dr,Healthcare
16-11-2022,Train Ticket,934.76,Dr,Travel
17-11-2022,LIC Premium,13888.58,Dr,Insurance
18-11-2022,Fixed Deposit Interest,28147.48,Cr,Income
19-11-2022,Milk Subscription,803.48,Dr,Groceries
20-11-2022,LIC Premium,5843.38,Dr,Insurance
22-11-2022,Pilgrimage Travel,11886.36,Dr,Travel
24-11-2022,Electricity Bill,554.85,Dr,Utilities
25-11-2022,Auto Rickshaw,210.48,Dr,Transportation
26-11-2022,Chemist Medical Store,3513.24,Dr,Healthcare
26-11-2022,Milk Subscription,697.93,Dr,Groceries
27-11-2022,LIC Premium,5343.02,Dr,Insurance
28-11-2022,PPF Withdrawal,29036.92,Cr,Income
28-11-2022,Auto Rickshaw,124.92,Dr,Transportation
28-11-2022,Vegetable Market,1398.86,Dr,Groceries
01-12-2022,Milk Subscription,616.99,Dr,Groceries
01-12-2022,Readymade Garments,2088.08,Dr,Shopping
03-12-2022,Dividend Credit,3514.06,Cr,Income
03-12-2022,Readymade Garments,2903.59,Dr,Shopping
04-12-2022,Diagnostic Tests,6698.7,Dr,Healthcare
04-12-2022,Auto Rickshaw,248.9,Dr,Transportation
05-12-2022,Hospital Bill,22446.1,Dr,Healthcare
06-12-2022,Rental Income,17719.51,Cr,Income
07-12-2022,Pilgrimage Travel,3717.13,Dr,Travel
08-12-2022,Milk Subscription,596.84,Dr,Groceries
09-12-2022,Cable TV,387.91,Dr,Subscriptions
11-12-2022,LPG Cylinder,947.57,Dr,Utilities
12-12-2022,Readymade Garments,2069.22,Dr,Shopping
13-12-2022,Chemist Medical Store,2434.15,Dr,Healthcare
13-12-2022,Milk Subscription,576.3,Dr,Groceries
14-12-2022,Milk Subscription,742.82,Dr,Groceries
14-12-2022,Grandchildren's Gift,4141.81,Dr,Shopping
15-12-2022,LIC Premium,8580.75,Dr,Insurance
15-12-2022,Temple Donation,2519.95,Dr,Miscellaneous
15-12-2022,Cable TV,285.53,Dr,Subscriptions
17-12-2022,Bus Ticket,271.49,Dr,Travel
18-12-2022,Chemist Medical Store,1708.4,Dr,Healthcare
18-12-2022,Diagnostic Tests,8765.06,Dr,Healthcare
20-12-2022,LPG Cylinder,912.67,Dr,Utilities
20-12-2022,Rental Income,9058.48,Cr,Income
20-12-2022,Pilgrimage Travel,29193.99,Dr,Travel
21-12-2022,Chemist Medical Store,4316.91,Dr,Healthcare
22-12-2022,Post Office RD,8214.61,Dr,Insurance
22-12-2022,Post Office RD,9483.2,Dr,Insurance
23-12-2022,Grandchildren's Gift,4743.51,Dr,Shopping
23-12-2022,Bus Ticket,1188.27,Dr,Travel
26-12-2022,Hospital Bill,22688.69,Dr,Healthcare
27-12-2022,Diagnostic Tests,1069.33,Dr,Healthcare
28-12-2022,Bus Ticket,1475.49,Dr,Travel
29-12-2022,Pilgrimage Travel,16286.81,Dr,Travel
30-12-2022,Diagnostic Tests,6057.26,Dr,Healthcare
01-01-2023,Pension Credit,59991.96,Cr,Income
01-01-2023,Rental Income,12330.26,Cr,Income
02-01-2023,Readymade Garments,2005.95,Dr,Shopping
03-01-2023,Chemist Medical Store,1908.54,Dr,Healthcare
05-01-2023,LIC Premium,12460.74,Dr,Insurance
05-01-2023,Fixed Deposit Interest,17943.75,Cr,Income
06-01-2023,Electricity Bill,1830.5,Dr,Utilities
07-01-2023,Electricity Bill,2962.87,Dr,Utilities
07-01-2023,Kiryana Store,1413.57,Dr,Groceries
07-01-2023,Bus Ticket,1178.5,Dr,Travel
07-01-2023,LPG Cylinder,905.43,Dr,Utilities
08-01-2023,Grandchildren's Gift,3737.43,Dr,Shopping
08-01-2023,Home Nurse Service,18091.56,Dr,Healthcare
08-01-2023,Bus Ticket,1303.64,Dr,Travel
10-01-2023,Hospital Bill,25285.19,Dr,Healthcare
11-01-2023,Bus Ticket,923.73,Dr,Travel
11-01-2023,Kiryana Store,988.86,Dr,Groceries
11-01-2023,Cable TV,380.53,Dr,Subscriptions
12-01-2023,Vegetable Market,1610.07,Dr,Groceries
14-01-2023,Post Office Interest,9062.53,Cr,Income
15-01-2023,Post Office Interest,2698.45,Cr,Income
15-01-2023,LPG Cylinder,930.86,Dr,Utilities
15-01-2023,LIC Premium,14999.51,Dr,Insurance
16-01-2023,LIC Premium,12805.81,Dr,Insurance
16-01-2023,Grandchildren's Gift,3264.76,Dr,Shopping
16-01-2023,Chemist Medical Store,384.94,Dr,Healthcare
16-01-2023,Grandchildren's Gift,4825.12,Dr,Shopping
17-01-2023,LPG Cylinder,921.66,Dr,Utilities
19-01-2023,LIC Premium,11862.83,Dr,Insurance
19-01-2023,Temple Donation,4715.27,Dr,Miscellaneous
20-01-2023,Bus Ticket,604.95,Dr,Travel
20-01-2023,Children Transfer,8968.52,Cr,Income
21-01-2023,Cable TV,337.79,Dr,Subscriptions
21-01-2023,LIC Premium,16600.21,Dr,Insurance
22-01-2023,Home Nurse Service,18055.88,Dr,Healthcare
22-01-2023,Milk Subscription,619.05,Dr,Groceries
23-01-2023,Kiryana Store,1182.11,Dr,Groceries
23-01-2023,Hospital Bill,34550.63,Dr,Healthcare
24-01-2023,Vegetable Market,1308.77,Dr,Groceries
25-01-2023,Grandchildren's Gift,4859.17,Dr,Shopping
26-01-2023,Children Transfer,16581.23,Cr,Income
26-01-2023,Kiryana Store,1381.28,Dr,Groceries
26-01-2023,Electricity Bill,599.73,Dr,Utilities
27-01-2023,Post Office Interest,5619.54,Cr,Income
27-01-2023,Home Nurse Service,8614.71,Dr,Healthcare
28-01-2023,Auto Rickshaw,73.69,Dr,Transportation
28-01-2023,Bus Ticket,927.83,Dr,Travel
28-01-2023,LIC Premium,14391.03,Dr,Insurance
29-01-2023,Hospital Bill,38459.84,Dr,Healthcare
30-01-2023,Post Office RD,6998.15,Dr,Insurance
31-01-2023,Milk Subscription,452.91,Dr,Groceries
01-02-2023,Cable TV,294.07,Dr,Subscriptions
01-02-2023,Readymade Garments,1623.49,Dr,Shopping
02-02-2023,Bus Ticket,1752.16,Dr,Travel
03-02-2023,Chemist Medical Store,569.74,Dr,Healthcare
03-02-2023,Hospital Bill,48618.41,Dr,Healthcare
05-02-2023,Auto Rickshaw,177.9,Dr,Transportation
05-02-2023,PPF Withdrawal,27546.64,Cr,Income
09-02-2023,Post Office RD,2707.26,Dr,Insurance
10-02-2023,Chemist Medical Store,862.34,Dr,Healthcare
10-02-2023,Pilgrimage Travel,26938.49,Dr,Travel
10-02-2023,LIC Premium,14319.58,Dr,Insurance
11-02-2023,Home Nurse Service,6130.7,Dr,Healthcare
14-02-2023,Pension Credit,34533.1,Cr,Income
15-02-2023,Dividend Credit,5830.1,Cr,Income
15-02-2023,Dividend Credit,2221.56,Cr,Income
16-02-2023,Temple Donation,2815.48,Dr,Miscellaneous
18-02-2023,Newspaper Home Delivery,250.43,Dr,Subscriptions
19-02-2023,Pilgrimage Travel,9597.18,Dr,Travel
20-02-2023,Kiryana Store,778.08,Dr,Groceries
21-02-2023,Post Office RD,5102.7,Dr,Insurance
21-02-2023,Pilgrimage Travel,5735.96,Dr,Travel
21-02-2023,Milk Subscription,559.96,Dr,Groceries
21-02-2023,Milk Subscription,560.55,Dr,Groceries
22-02-2023,Hospital Bill,17238.67,Dr,Healthcare
23-02-2023,Pension Credit,40640.44,Cr,Income
23-02-2023,Chemist Medical Store,2816.95,Dr,Healthcare
23-02-2023,Readymade Garments,2333.6,Dr,Shopping
23-02-2023,Diagnostic Tests,2977.32,Dr,Healthcare
28-02-2023,LPG Cylinder,932.03,Dr,Utilities
28-02-2023,Post Office Interest,7011.68,Cr,Income
02-03-2023,Post Office Interest,6805.68,Cr,Income
02-03-2023,Grandchildren's Gift,1676.33,Dr,Shopping
03-03-2023,Kiryana Store,1252.19,Dr,Groceries
03-03-2023,Newspaper Home Delivery,199.02,Dr,Subscriptions
03-03-2023,Electricity Bill,1291.68,Dr,Utilities
05-03-2023,Electricity Bill,867.48,Dr,Utilities
05-03-2023,Electricity Bill,2534.74,Dr,Utilities
06-03-2023,Temple Donation,1239.79,Dr,Miscellaneous
06-03-2023,Newspaper Home Delivery,283.45,Dr,Subscriptions
06-03-2023,Hospital Bill,27152.71,Dr,Healthcare
07-03-2023,Pension Credit,53599.67,Cr,Income
08-03-2023,Home Nurse Service,13313.69,Dr,Healthcare
10-03-2023,Home Nurse Service,9564.03,Dr,Healthcare
10-03-2023,Pilgrimage Travel,29513.11,Dr,Travel
11-03-2023,Readymade Garments,1723.21,Dr,Shopping
11-03-2023,Hospital Bill,18905.92,Dr,Healthcare
13-03-2023,Rental Income,12603.42,Cr,Income
13-03-2023,Fixed Deposit Interest,7605.47,Cr,Income
13-03-2023,Chemist Medical Store,2844.14,Dr,Healthcare
15-03-2023,Pilgrimage Travel,29643.73,Dr,Travel
16-03-2023,Chemist Medical Store,3076.59,Dr,Healthcare
16-03-2023,Grandchildren's Gift,4837.19,Dr,Shopping
17-03-2023,LPG Cylinder,924.06,Dr,Utilities
18-03-2023,PPF Withdrawal,30944.42,Cr,Income
20-03-2023,Home Nurse Service,8872.61,Dr,Healthcare
20-03-2023,Vegetable Market,1115.71,Dr,Groceries
21-03-2023,Pension Credit,43888.48,Cr,Income
21-03-2023,Grandchildren's Gift,2196.74,Dr,Shopping
21-03-2023,Electricity Bill,1891.73,Dr,Utilities
22-03-2023,Post Office Interest,7634.7,Cr,Income
22-03-2023,Electricity Bill,2287.54,Dr,Utilities
22-03-2023,Readymade Garments,2719.06,Dr,Shopping
24-03-2023,Post Office RD,8997.81,Dr,Insurance
25-03-2023,Rental Income,21181.22,Cr,Income
25-03-2023,Vegetable Market,611.61,Dr,Groceries
26-03-2023,Bus Ticket,1069.04,Dr,Travel
26-03-2023,Chemist Medical Store,4160.09,Dr,Healthcare
27-03-2023,Home Nurse Service,19609.63,Dr,Healthcare
28-03-2023,Post Office RD,8335.44,Dr,Insurance
29-03-2023,Kiryana Store,1315.81,Dr,Groceries
29-03-2023,Post Office Interest,6239.72,Cr,Income
29-03-2023,Home Nurse Service,14530.42,Dr,Healthcare
30-03-2023,Children Transfer,10712.7,Cr,Income
03-04-2023,Rental Income,24062.97,Cr,Income
04-04-2023,Kiryana Store,514.59,Dr,Groceries
08-04-2023,Bus Ticket,357.27,Dr,Travel
09-04-2023,Home Nurse Service,6090.67,Dr,Healthcare
10-04-2023,Grandchildren's Gift,1249.24,Dr,Shopping
14-04-2023,Train Ticket,7641.86,Dr,Travel
14-04-2023,Home Nurse Service,15636.85,Dr,Healthcare
15-04-2023,Vegetable Market,1504.01,Dr,Groceries
15-04-2023,Bus Ticket,1888.0,Dr,Travel
16-04-2023,Vegetable Market,1349.08,Dr,Groceries
17-04-2023,Pilgrimage Travel,7199.95,Dr,Travel
18-04-2023,Vegetable Market,1835.75,Dr,Groceries
19-04-2023,Electricity Bill,1726.54,Dr,Utilities
20-04-2023,Milk Subscription,629.45,Dr,Groceries
20-04-2023,Fixed Deposit Interest,12053.13,Cr,Income
21-04-2023,Milk Subscription,545.23,Dr,Groceries
22-04-2023,Milk Subscription,585.3,Dr,Groceries
23-04-2023,Auto Rickshaw,78.69,Dr,Transportation
23-04-2023,Cable TV,304.48,Dr,Subscriptions
23-04-2023,Pilgrimage Travel,7193.15,Dr,Travel
26-04-2023,Newspaper Home Delivery,181.38,Dr,Subscriptions
26-04-2023,Bus Ticket,344.6,Dr,Travel
26-04-2023,Electricity Bill,2162.26,Dr,Utilities
27-04-2023,Cable TV,356.71,Dr,Subscriptions
27-04-2023,Temple Donation,2165.84,Dr,Miscellaneous
27-04-2023,Electricity Bill,2970.5,Dr,Utilities
28-04-2023,Electricity Bill,1666.56,Dr,Utilities
29-04-2023,Auto Rickshaw,223.97,Dr,Transportation
29-04-2023,Grandchildren's Gift,4919.5,Dr,Shopping
29-04-2023,PPF Withdrawal,14749.97,Cr,Income
30-04-2023,Bus Ticket,1904.31,Dr,Travel
30-04-2023,Home Nurse Service,14844.42,Dr,Healthcare
01-05-2023,LPG Cylinder,944.62,Dr,Utilities
03-05-2023,Pension Credit,53195.1,Cr,Income
03-05-2023,Bus Ticket,613.74,Dr,Travel
04-05-2023,Milk Subscription,827.96,Dr,Groceries
04-05-2023,Vegetable Market,1464.61,Dr,Groceries
04-05-2023,Rental Income,8477.82,Cr,Income
06-05-2023,Children Transfer,29866.11,Cr,Income
07-05-2023,Milk Subscription,615.78,Dr,Groceries
07-05-2023,Train Ticket,3505.32,Dr,Travel
07-05-2023,Home Nurse Service,11480.01,Dr,Healthcare
09-05-2023,PPF Withdrawal,37553.57,Cr,Income
09-05-2023,Readymade Garments,2509.7,Dr,Shopping
09-05-2023,Grandchildren's Gift,2105.37,Dr,Shopping
10-05-2023,Train Ticket,1480.36,Dr,Travel
11-05-2023,LPG Cylinder,937.91,Dr,Utilities
11-05-2023,Hospital Bill,7912.06,Dr,Healthcare
12-05-2023,Post Office Interest,4393.21,Cr,Income
13-05-2023,Kiryana Store,393.41,Dr,Groceries
14-05-2023,Hospital Bill,41234.88,Dr,Healthcare
14-05-2023,PPF Withdrawal,24420.49,Cr,Income
14-05-2023,Milk Subscription,884.66,Dr,Groceries
15-05-2023,Vegetable Market,1986.14,Dr,Groceries
15-05-2023,Pilgrimage Travel,17817.2,Dr,Travel
16-05-2023,Train Ticket,4196.01,Dr,Travel
17-05-2023,Chemist Medical Store,1914.97,Dr,Healthcare
17-05-2023,Hospital Bill,9171.21,Dr,Healthcare
18-05-2023,Newspaper Home Delivery,292.03,Dr,Subscriptions
21-05-2023,Temple Donation,2656.63,Dr,Miscellaneous
21-05-2023,Kiryana Store,540.94,Dr,Groceries
23-05-2023,Newspaper Home Delivery,282.77,Dr,Subscriptions
23-05-2023,Grandchildren's Gift,4635.56,Dr,Shopping
24-05-2023,Diagnostic Tests,1141.47,Dr,Healthcare
25-05-2023,Dividend Credit,6990.1,Cr,Income
26-05-2023,Pilgrimage Travel,4929.74,Dr,Travel
28-05-2023,Home Nurse Service,12350.4,Dr,Healthcare
29-05-2023,Bus Ticket,1914.56,Dr,Travel
30-05-2023,Bus Ticket,714.67,Dr,Travel
30-05-2023,Milk Subscription,330.35,Dr,Groceries
01-06-2023,Grandchildren's Gift,1847.66,Dr,Shopping
01-06-2023,Auto Rickshaw,107.64,Dr,Transportation
02-06-2023,Hospital Bill,44069.35,Dr,Healthcare
03-06-2023,Electricity Bill,1083.68,Dr,Utilities
04-06-2023,Post Office RD,4820.65,Dr,Insurance
05-06-2023,Vegetable Market,1260.04,Dr,Groceries
06-06-2023,Hospital Bill,23237.33,Dr,Healthcare
06-06-2023,Bus Ticket,944.64,Dr,Travel
08-06-2023,Train Ticket,5758.04,Dr,Travel
09-06-2023,Children Transfer,28359.35,Cr,Income
11-06-2023,Bus Ticket,440.25,Dr,Travel
11-06-2023,Post Office Interest,5939.74,Cr,Income
11-06-2023,Milk Subscription,894.52,Dr,Groceries
12-06-2023,Auto Rickshaw,108.3,Dr,Transportation
14-06-2023,Hospital Bill,33739.99,Dr,Healthcare
14-06-2023,Grandchildren's Gift,3879.63,Dr,Shopping
14-06-2023,Grandchildren's Gift,3295.68,Dr,Shopping
15-06-2023,LIC Premium,8299.73,Dr,Insurance
15-06-2023,Hospital Bill,15958.45,Dr,Healthcare
16-06-2023,Pilgrimage Travel,4469.07,Dr,Travel
17-06-2023,Hospital Bill,31063.02,Dr,Healthcare
18-06-2023,Home Nurse Service,5033.54,Dr,Healthcare
18-06-2023,LPG Cylinder,913.08,Dr,Utilities
18-06-2023,Grandchildren's Gift,1014.97,Dr,Shopping
19-06-2023,Dividend Credit,8490.16,Cr,Income
19-06-2023,Rental Income,8702.57,Cr,Income
20-06-2023,Electricity Bill,1668.12,Dr,Utilities
21-06-2023,Bus Ticket,1722.34,Dr,Travel
21-06-2023,Home Nurse Service,13154.5,Dr,Healthcare
21-06-2023,Pilgrimage Travel,19146.24,Dr,Travel
21-06-2023,Children Transfer,12658.51,Cr,Income
21-06-2023,LPG Cylinder,910.85,Dr,Utilities
21-06-2023,Cable TV,466.05,Dr,Subscriptions
22-06-2023,Readymade Garments,2187.46,Dr,Shopping
24-06-2023,LPG Cylinder,935.44,Dr,Utilities
25-06-2023,Newspaper Home Delivery,164.02,Dr,Subscriptions
25-06-2023,Cable TV,246.2,Dr,Subscriptions
25-06-2023,Bus Ticket,758.91,Dr,Travel
26-06-2023,Newspaper Home Delivery,204.18,Dr,Subscriptions
26-06-2023,Electricity Bill,1270.99,Dr,Utilities
27-06-2023,LPG Cylinder,942.06,Dr,Utilities
27-06-2023,Readymade Garments,1089.19,Dr,Shopping
27-06-2023,Milk Subscription,789.46,Dr,Groceries
27-06-2023,Home Nurse Service,14477.85,Dr,Healthcare
28-06-2023,Newspaper Home Delivery,197.26,Dr,Subscriptions
30-06-2023,Rental Income,14276.52,Cr,Income
01-07-2023,Cable TV,317.42,Dr,Subscriptions
04-07-2023,Auto Rickshaw,233.15,Dr,Transportation
06-07-2023,Vegetable Market,1397.71,Dr,Groceries
06-07-2023,Train Ticket,1541.24,Dr,Travel
06-07-2023,Milk Subscription,686.93,Dr,Groceries
07-07-2023,Cable TV,298.0,Dr,Subscriptions
10-07-2023,Readymade Garments,2164.82,Dr,Shopping
11-07-2023,Readymade Garments,2197.48,Dr,Shopping
11-07-2023,Chemist Medical Store,3557.92,Dr,Healthcare
12-07-2023,Chemist Medical Store,2713.22,Dr,Healthcare
13-07-2023,Cable TV,233.01,Dr,Subscriptions
13-07-2023,Readymade Garments,1074.22,Dr,Shopping
15-07-2023,Newspaper Home Delivery,272.9,Dr,Subscriptions
15-07-2023,Post Office RD,2805.51,Dr,Insurance
16-07-2023,Train Ticket,3235.46,Dr,Travel
16-07-2023,Grandchildren's Gift,3349.33,Dr,Shopping
17-07-2023,Newspaper Home Delivery,262.52,Dr,Subscriptions
17-07-2023,Kiryana Store,815.23,Dr,Groceries
18-07-2023,Vegetable Market,718.03,Dr,Groceries
18-07-2023,Fixed Deposit Interest,11298.55,Cr,Income
19-07-2023,Electricity Bill,1019.78,Dr,Utilities
19-07-2023,Electricity Bill,542.02,Dr,Utilities
20-07-2023,Cable TV,347.84,Dr,Subscriptions
20-07-2023,Diagnostic Tests,3017.33,Dr,Healthcare
21-07-2023,Milk Subscription,766.4,Dr,Groceries
21-07-2023,Post Office RD,2891.91,Dr,Insurance
22-07-2023,Children Transfer,15325.32,Cr,Income
22-07-2023,Chemist Medical Store,845.86,Dr,Healthcare
22-07-2023,Pilgrimage Travel,19902.91,Dr,Travel
23-07-2023,Train Ticket,7079.72,Dr,Travel
23-07-2023,Dividend Credit,12420.79,Cr,Income
23-07-2023,LPG Cylinder,903.37,Dr,Utilities
23-07-2023,Post Office RD,3270.46,Dr,Insurance
24-07-2023,Bus Ticket,1959.65,Dr,Travel
24-07-2023,PPF Withdrawal,17795.04,Cr,Income
25-07-2023,Post Office RD,5514.78,Dr,Insurance
25-07-2023,Children Transfer,23535.93,Cr,Income
25-07-2023,Train Ticket,5061.47,Dr,Travel
26-07-2023,Pension Credit,48217.19,Cr,Income
26-07-2023,Bus Ticket,603.58,Dr,Travel
26-07-2023,LPG Cylinder,940.85,Dr,Utilities
26-07-2023,LIC Premium,6373.98,Dr,Insurance
28-07-2023,LIC Premium,3017.54,Dr,Insurance
29-07-2023,Auto Rickshaw,193.11,Dr,Transportation
29-07-2023,Pilgrimage Travel,20415.05,Dr,Travel
30-07-2023,Electricity Bill,1016.43,Dr,Utilities
31-07-2023,Kiryana Store,851.19,Dr,Groceries
31-07-2023,Hospital Bill,36448.31,Dr,Healthcare
01-08-2023,Grandchildren's Gift,4641.64,Dr,Shopping
01-08-2023,Auto Rickshaw,145.49,Dr,Transportation
01-08-2023,Pilgrimage Travel,19016.71,Dr,Travel
02-08-2023,Milk Subscription,688.28,Dr,Groceries
02-08-2023,Post Office RD,6316.37,Dr,Insurance
03-08-2023,Dividend Credit,10378.51,Cr,Income
03-08-2023,Auto Rickshaw,249.73,Dr,Transportation
06-08-2023,Readymade Garments,641.9,Dr,Shopping
06-08-2023,Pilgrimage Travel,18549.19,Dr,Travel
08-08-2023,Newspaper Home Delivery,227.23,Dr,Subscriptions
08-08-2023,Auto Rickshaw,250.04,Dr,Transportation
10-08-2023,Auto Rickshaw,278.37,Dr,Transportation
10-08-2023,Chemist Medical Store,872.1,Dr,Healthcare
10-08-2023,Train Ticket,5337.82,Dr,Travel
10-08-2023,Grandchildren's Gift,3130.74,Dr,Shopping
10-08-2023,Kiryana Store,1383.95,Dr,Groceries
11-08-2023,Electricity Bill,2954.3,Dr,Utilities
12-08-2023,Home Nurse Service,11231.66,Dr,Healthcare
12-08-2023,Milk Subscription,793.19,Dr,Groceries
13-08-2023,Milk Subscription,366.65,Dr,Groceries
14-08-2023,Kiryana Store,1191.3,Dr,Groceries
14-08-2023,Milk Subscription,805.87,Dr,Groceries
15-08-2023,Kiryana Store,1434.3,Dr,Groceries
16-08-2023,Bus Ticket,1516.18,Dr,Travel
19-08-2023,Hospital Bill,24156.48,Dr,Healthcare
20-08-2023,Post Office Interest,2008.3,Cr,Income
21-08-2023,LIC Premium,3072.85,Dr,Insurance
21-08-2023,Milk Subscription,461.55,Dr,Groceries
24-08-2023,Pilgrimage Travel,18281.09,Dr,Travel
25-08-2023,Grandchildren's Gift,767.92,Dr,Shopping
25-08-2023,Pilgrimage Travel,6041.21,Dr,Travel
26-08-2023,Grandchildren's Gift,2628.33,Dr,Shopping
26-08-2023,Pension Credit,43476.05,Cr,Income
27-08-2023,PPF Withdrawal,25251.51,Cr,Income
28-08-2023,Newspaper Home Delivery,286.64,Dr,Subscriptions
29-08-2023,Cable TV,424.34,Dr,Subscriptions
29-08-2023,Children Transfer,15372.44,Cr,Income
30-08-2023,Cable TV,272.07,Dr,Subscriptions
31-08-2023,Newspaper Home Delivery,276.78,Dr,Subscriptions
01-09-2023,Hospital Bill,45022.13,Dr,Healthcare
02-09-2023,Grandchildren's Gift,4274.26,Dr,Shopping
03-09-2023,Cable TV,270.86,Dr,Subscriptions
05-09-2023,Milk Subscription,418.93,Dr,Groceries
05-09-2023,PPF Withdrawal,38090.9,Cr,Income
07-09-2023,Post Office RD,6802.44,Dr,Insurance
07-09-2023,Post Office Interest,8487.1,Cr,Income
07-09-2023,Vegetable Market,1833.51,Dr,Groceries
07-09-2023,Children Transfer,13644.58,Cr,Income
08-09-2023,LPG Cylinder,929.2,Dr,Utilities
09-09-2023,Newspaper Home Delivery,173.6,Dr,Subscriptions
09-09-2023,Hospital Bill,25645.38,Dr,Healthcare
09-09-2023,Dividend Credit,5390.6,Cr,Income
10-09-2023,LPG Cylinder,908.35,Dr,Utilities
12-09-2023,Readymade Garments,1418.79,Dr,Shopping
13-09-2023,Temple Donation,4150.97,Dr,Miscellaneous
13-09-2023,Chemist Medical Store,3903.43,Dr,Healthcare
14-09-2023,Auto Rickshaw,294.56,Dr,Transportation
14-09-2023,Home Nurse Service,7649.51,Dr,Healthcare
14-09-2023,Auto Rickshaw,235.09,Dr,Transportation
15-09-2023,Hospital Bill,23401.61,Dr,Healthcare
15-09-2023,Grandchildren's Gift,2677.92,Dr,Shopping
16-09-2023,Diagnostic Tests,5814.98,Dr,Healthcare
18-09-2023,Auto Rickshaw,215.66,Dr,Transportation
18-09-2023,Pilgrimage Travel,3773.8,Dr,Travel
19-09-2023,Train Ticket,4695.86,Dr,Travel
19-09-2023,Home Nurse Service,18285.59,Dr,Healthcare
19-09-2023,Cable TV,409.19,Dr,Subscriptions
20-09-2023,Chemist Medical Store,3967.62,Dr,Healthcare
20-09-2023,Chemist Medical Store,3431.17,Dr,Healthcare
20-09-2023,Fixed Deposit Interest,21224.7,Cr,Income
21-09-2023,Readymade Garments,2891.03,Dr,Shopping
22-09-2023,LPG Cylinder,942.72,Dr,Utilities
22-09-2023,Electricity Bill,2936.0,Dr,Utilities
22-09-2023,Post Office RD,4770.44,Dr,Insurance
23-09-2023,Diagnostic Tests,9546.74,Dr,Healthcare
25-09-2023,Hospital Bill,12329.76,Dr,Healthcare
27-09-2023,Train Ticket,2671.48,Dr,Travel
27-09-2023,Milk Subscription,303.71,Dr,Groceries
29-09-2023,Train Ticket,2288.66,Dr,Travel
30-09-2023,Children Transfer,8829.08,Cr,Income
30-09-2023,Bus Ticket,1739.43,Dr,Travel
01-10-2023,Temple Donation,4087.45,Dr,Miscellaneous
03-10-2023,LPG Cylinder,905.73,Dr,Utilities
04-10-2023,Electricity Bill,1913.5,Dr,Utilities
04-10-2023,Rental Income,8016.71,Cr,Income
04-10-2023,Post Office RD,9101.84,Dr,Insurance
06-10-2023,Post Office Interest,3801.6,Cr,Income
07-10-2023,Home Nurse Service,19646.87,Dr,Healthcare
07-10-2023,Children Transfer,10385.0,Cr,Income
07-10-2023,Diagnostic Tests,2842.23,Dr,Healthcare
12-10-2023,Bus Ticket,1933.42,Dr,Travel
14-10-2023,Home Nurse Service,9324.1,Dr,Healthcare
15-10-2023,Diagnostic Tests,4502.06,Dr,Healthcare
16-10-2023,Auto Rickshaw,233.68,Dr,Transportation
17-10-2023,Milk Subscription,888.48,Dr,Groceries
17-10-2023,Pension Credit,40282.46,Cr,Income
17-10-2023,Fixed Deposit Interest,26394.91,Cr,Income
18-10-2023,Milk Subscription,621.57,Dr,Groceries
18-10-2023,Temple Donation,3620.56,Dr,Miscellaneous
19-10-2023,Train Ticket,4882.48,Dr,Travel
19-10-2023,Vegetable Market,1043.01,Dr,Groceries
19-10-2023,Cable TV,493.9,Dr,Subscriptions
19-10-2023,Auto Rickshaw,268.63,Dr,Transportation
20-10-2023,Grandchildren's Gift,1604.93,Dr,Shopping
20-10-2023,Post Office RD,2956.79,Dr,Insurance
21-10-2023,Pension Credit,32847.32,Cr,Income
21-10-2023,Vegetable Market,1934.43,Dr,Groceries
22-10-2023,LPG Cylinder,949.43,Dr,Utilities
22-10-2023,Auto Rickshaw,83.07,Dr,Transportation
25-10-2023,Milk Subscription,846.13,Dr,Groceries
25-10-2023,Grandchildren's Gift,1642.44,Dr,Shopping
26-10-2023,Auto Rickshaw,223.4,Dr,Transportation
26-10-2023,LIC Premium,18617.77,Dr,Insurance
26-10-2023,Dividend Credit,6859.17,Cr,Income
27-10-2023,Electricity Bill,2829.15,Dr,Utilities
27-10-2023,Pension Credit,56308.13,Cr,Income
29-10-2023,Train Ticket,4240.42,Dr,Travel
29-10-2023,Diagnostic Tests,9187.1,Dr,Healthcare
