date,description,amount,transaction_type
2022/05/22,Amazon Purchase,303.56,debit
2022/05/23,Hair Salon,773.1,debit
2022/05/24,Bonus Credit,28528.34,credit
2022/05/24,DMart Purchase,3298.76,debit
2022/05/25,Water Bill,701.05,debit
2022/05/25,PVR Cinemas,563.02,debit
2022/05/25,Travel Booking,3455.8,debit
2022/05/26,School Fees,3362.6,debit
2022/05/26,Parking Charges,72.58,debit
2022/05/27,Parking Charges,114.8,debit
2022/05/27,Gaming Recharge,1376.07,debit
2022/05/28,Insurance Premium,1810.44,debit
2022/05/28,Spotify Premium,119.0,debit
2022/05/30,Freelance Payment,25144.8,credit
2022/05/30,Rental Income,10817.49,credit
2022/05/31,House Rent,26239.46,debit
2022/06/01,Gaming Recharge,164.88,debit
2022/06/02,Ajio Clothing,1244.35,debit
2022/06/02,Parking Charges,176.82,debit
2022/06/02,Doctor Consultation,885.34,debit
2022/06/02,Electricity Bill,1383.74,debit
2022/06/03,Restaurant Dinner,2733.74,debit
2022/06/03,Meesho Order,1526.5,debit
2022/06/04,PVR Cinemas,451.65,debit
2022/06/04,Meesho Order,1131.32,debit
2022/06/04,Uber Ride,333.02,debit
2022/06/05,BigBasket Groceries,871.78,debit
2022/06/06,Rental Income,21296.98,credit
2022/06/06,Online Course,1332.39,debit
2022/06/07,Newspaper Subscription,263.0,debit
2022/06/07,Meesho Order,1344.21,debit
2022/06/09,Airtel Mobile Bill,453.33,debit
2022/06/10,Cashback Credit,936.16,credit
2022/06/10,Electricity Bill,4087.45,debit
2022/06/11,Maintenance Charges,590.95,debit
2022/06/12,Metro Card Recharge,772.79,debit
2022/06/14,Metro Card Recharge,800.47,debit
2022/06/15,DMart Purchase,3338.26,debit
2022/06/15,Coffee Shop,192.36,debit
2022/06/15,Hair Salon,604.24,debit
2022/06/16,Water Bill,779.34,debit
2022/06/17,More Supermarket,1054.86,debit
2022/06/17,DMart Purchase,1627.79,debit
2022/06/17,Electricity Bill,1967.07,debit
2022/06/17,Maintenance Charges,2212.69,debit
2022/06/17,Hotel Stay,5220.22,debit
2022/06/18,Restaurant Dinner,1764.13,debit
2022/06/19,PVR Cinemas,650.81,debit
2022/06/20,Petrol / Diesel,3419.48,debit
2022/06/23,Maintenance Charges,1924.39,debit
2022/06/24,Uber Ride,117.37,debit
2022/06/24,Zomato Food Delivery,402.36,debit
2022/06/26,Dividend Credit,6226.24,credit
2022/06/26,Restaurant Dinner,801.24,debit
2022/06/26,Electricity Bill,4952.11,debit
2022/06/27,Amazon Purchase,3891.82,debit
2022/06/28,Ola Cab,379.34,debit
2022/06/28,Restaurant Dinner,2345.75,debit
2022/06/28,Gaming Recharge,618.6,debit
2022/06/30,Restaurant Dinner,1501.12,debit
2022/07/01,Transfer Received,38905.13,credit
2022/07/02,Flipkart Order,4027.49,debit
2022/07/02,Doctor Consultation,300.45,debit
2022/07/02,Spotify Premium,119.0,debit
2022/07/03,DMart Purchase,614.13,debit
2022/07/04,Ajio Clothing,1424.8,debit
2022/07/04,Electricity Bill,4356.47,debit
2022/07/05,Swiggy Order,285.57,debit
2022/07/05,Freelance Payment,13129.31,credit
2022/07/06,Ola Cab,416.19,debit
2022/07/07,Rental Income,22000.27,credit
2022/07/08,Transfer Received,41674.59,credit
2022/07/08,Insurance Premium,7436.27,debit
2022/07/08,Parking Charges,185.33,debit
2022/07/08,Online Course,2921.23,debit
2022/07/09,Newspaper Subscription,234.36,debit
2022/07/10,Metro Card Recharge,507.43,debit
2022/07/11,Spa Treatment,2269.98,debit
2022/07/12,Meesho Order,1451.31,debit
2022/07/12,Parking Charges,270.7,debit
2022/07/15,Freelance Payment,19194.07,credit
2022/07/15,Travel Booking,2497.03,debit
2022/07/15,BigBasket Groceries,1241.78,debit
2022/07/16,School Fees,7568.27,debit
2022/07/17,Hair Salon,779.78,debit
2022/07/17,YouTube Premium,139.0,debit
2022/07/17,Coffee Shop,297.61,debit
2022/07/18,Insurance Premium,4882.9,debit
2022/07/18,Amazon Purchase,5991.71,debit
2022/07/19,Newspaper Subscription,139.93,debit
2022/07/19,Myntra Fashion,2616.62,debit
2022/07/19,Hair Salon,491.72,debit
2022/07/19,Swiggy Order,106.1,debit
2022/07/20,Parking Charges,255.24,debit
2022/07/20,Ajio Clothing,2337.08,debit
2022/07/20,House Rent,8619.59,debit
2022/07/20,YouTube Premium,139.0,debit
2022/07/22,Transfer Received,38951.41,credit
2022/07/22,BookMyShow Tickets,1169.66,debit
2022/07/22,Flipkart Order,4588.32,debit
2022/07/22,Gaming Recharge,647.67,debit
2022/07/23,UPI Received,9331.18,credit
2022/07/23,Travel Booking,18040.3,debit
2022/07/26,Refund Credit,329.03,credit
2022/07/27,More Supermarket,830.0,debit
2022/07/28,BigBasket Groceries,2854.29,debit
2022/07/28,Doctor Consultation,1724.93,debit
2022/07/29,Doctor Consultation,1164.39,debit
2022/07/30,1mg Medicine Order,1126.12,debit
2022/07/31,Refund Credit,1020.23,credit
2022/08/02,BigBasket Groceries,3428.52,debit
2022/08/03,Reliance Fresh,905.77,debit
2022/08/05,More Supermarket,1422.68,debit
2022/08/06,Travel Booking,4033.47,debit
2022/08/06,Coffee Shop,335.2,debit
2022/08/06,Uber Ride,325.51,debit
2022/08/07,House Rent,11950.56,debit
2022/08/08,Gaming Recharge,1866.93,debit
2022/08/08,More Supermarket,1642.09,debit
2022/08/08,House Rent,21194.3,debit
2022/08/09,Reliance Fresh,1085.11,debit
2022/08/10,Zomato Food Delivery,462.94,debit
2022/08/10,Petrol / Diesel,2236.06,debit
2022/08/11,Newspaper Subscription,102.79,debit
2022/08/12,Electricity Bill,3877.51,debit
2022/08/12,Gaming Recharge,81.19,debit
2022/08/13,Spotify Premium,119.0,debit
2022/08/14,Newspaper Subscription,144.5,debit
2022/08/14,Refund Credit,4546.01,credit
2022/08/14,Amazon Prime,887.03,debit
2022/08/14,Zomato Food Delivery,379.83,debit
2022/08/15,Bonus Credit,44755.68,credit
2022/08/16,Airtel Mobile Bill,961.59,debit
2022/08/17,Newspaper Subscription,128.52,debit
2022/08/17,Spotify Premium,119.0,debit
2022/08/20,Spotify Premium,119.0,debit
2022/08/21,Hotstar Subscription,165.51,debit
2022/08/22,Amazon Prime,506.02,debit
2022/08/23,Gym Membership,1784.1,debit
2022/08/23,Travel Booking,5252.07,debit
2022/08/23,Meesho Order,745.4,debit
2022/08/24,Maintenance Charges,1659.37,debit
2022/08/25,Book Purchase,1451.16,debit
2022/08/26,ATM Withdrawal,3566.65,debit
2022/08/26,Coffee Shop,208.1,debit
2022/08/27,Cashback Credit,546.03,credit
2022/08/30,Interest Credit,1520.97,credit
2022/08/31,Book Purchase,1227.82,debit
2022/08/31,Parking Charges,268.88,debit
2022/09/02,House Rent,19448.66,debit
2022/09/03,Swiggy Order,280.25,debit
2022/09/04,Interest Credit,865.94,credit
2022/09/05,Interest Credit,2155.28,credit
2022/09/06,Gaming Recharge,185.68,debit
2022/09/09,ATM Withdrawal,2162.78,debit
2022/09/09,BookMyShow Tickets,430.99,debit
2022/09/10,DMart Purchase,3150.78,debit
2022/09/10,Coffee Shop,351.11,debit
2022/09/11,Spa Treatment,2816.2,debit
2022/09/11,More Supermarket,572.45,debit
2022/09/11,Hotel Stay,9076.8,debit
2022/09/12,Hotstar Subscription,828.29,debit
2022/09/12,Amazon Purchase,6047.25,debit
2022/09/12,Amazon Prime,446.55,debit
2022/09/12,Amazon Purchase,4663.23,debit
2022/09/14,Petrol / Diesel,2879.16,debit
2022/09/14,Flipkart Order,1387.52,debit
2022/09/14,More Supermarket,1030.01,debit
2022/09/15,1mg Medicine Order,1182.5,debit
2022/09/15,ATM Withdrawal,1871.7,debit
2022/09/16,Apollo Pharmacy,812.93,debit
2022/09/16,UPI Received,2779.25,credit
2022/09/16,Electricity Bill,1426.7,debit
2022/09/16,Hair Salon,530.1,debit
2022/09/19,Travel Booking,12924.92,debit
2022/09/19,Rapido Bike Taxi,185.98,debit
2022/09/20,Gym Membership,1442.19,debit
2022/09/20,Book Purchase,1409.96,debit
2022/09/21,Swiggy Order,738.21,debit
2022/09/21,Amazon Prime,418.94,debit
2022/09/22,Maintenance Charges,1374.29,debit
2022/09/22,Electricity Bill,1109.63,debit
2022/09/23,Meesho Order,1879.42,debit
2022/09/23,Restaurant Dinner,2669.7,debit
2022/09/24,Insurance Premium,1288.42,debit
2022/09/26,Apollo Pharmacy,693.76,debit
2022/09/26,Myntra Fashion,1391.47,debit
2022/09/27,Hotstar Subscription,443.47,debit
2022/09/27,Spotify Premium,119.0,debit
2022/09/29,Meesho Order,360.44,debit
2022/09/29,Interest Credit,1818.63,credit
2022/09/30,More Supermarket,1364.74,debit
2022/09/30,Restaurant Dinner,1267.29,debit
2022/09/30,Netflix Subscription,430.77,debit
2022/10/01,Online Course,4051.04,debit
2022/10/01,Spotify Premium,119.0,debit
2022/10/02,Ajio Clothing,798.83,debit
2022/10/02,Cashback Credit,211.85,credit
2022/10/03,Ola Cab,130.31,debit
2022/10/04,Hair Salon,998.94,debit
2022/10/04,Book Purchase,434.66,debit
2022/10/05,Bonus Credit,14278.58,credit
2022/10/06,Salary Credit,106783.09,credit
2022/10/07,Maintenance Charges,1388.35,debit
2022/10/07,Dividend Credit,11402.88,credit
2022/10/08,Airtel Mobile Bill,738.86,debit
2022/10/10,Spa Treatment,1846.06,debit
2022/10/10,School Fees,11163.47,debit
2022/10/14,Hotstar Subscription,543.57,debit
2022/10/15,Metro Card Recharge,366.79,debit
2022/10/15,Cashback Credit,659.6,credit
2022/10/16,Flipkart Order,3140.44,debit
2022/10/17,Amazon Purchase,1034.9,debit
2022/10/18,PVR Cinemas,415.48,debit
2022/10/19,Dividend Credit,13711.29,credit
2022/10/20,Gaming Recharge,1334.06,debit
2022/10/20,Ajio Clothing,2959.03,debit
2022/10/20,More Supermarket,1615.34,debit
2022/10/21,Petrol / Diesel,2791.35,debit
2022/10/21,Myntra Fashion,1457.04,debit
2022/10/21,Restaurant Dinner,1123.43,debit
2022/10/22,DMart Purchase,3209.45,debit
2022/10/23,Parking Charges,257.61,debit
2022/10/24,Spa Treatment,2687.79,debit
2022/10/24,Travel Booking,17902.86,debit
2022/10/26,Zomato Food Delivery,560.51,debit
2022/10/27,Amazon Prime,481.37,debit
2022/10/29,Myntra Fashion,3039.65,debit
2022/10/29,BigBasket Groceries,2823.93,debit
2022/10/30,Coffee Shop,233.49,debit
2022/11/01,Interest Credit,648.65,credit
2022/11/02,Hair Salon,282.24,debit
2022/11/05,Transfer Received,12609.87,credit
2022/11/06,Water Bill,793.98,debit
2022/11/06,Spotify Premium,119.0,debit
2022/11/08,School Fees,2308.08,debit
2022/11/09,Hotel Stay,9302.59,debit
2022/11/09,Ajio Clothing,2715.18,debit
2022/11/10,1mg Medicine Order,1213.26,debit
2022/11/10,Maintenance Charges,2582.66,debit
2022/11/15,Flipkart Order,4165.46,debit
2022/11/17,Restaurant Dinner,2446.63,debit
2022/11/18,Rapido Bike Taxi,152.0,debit
2022/11/19,YouTube Premium,139.0,debit
2022/11/19,Swiggy Order,626.25,debit
2022/11/19,BigBasket Groceries,1752.62,debit
2022/11/22,Ajio Clothing,3452.74,debit
2022/11/22,Amazon Prime,961.86,debit
2022/11/22,Gaming Recharge,509.36,debit
2022/11/23,Online Course,3675.6,debit
2022/11/24,Newspaper Subscription,113.32,debit
2022/11/24,Cashback Credit,452.96,credit
2022/11/24,Gym Membership,1351.06,debit
2022/11/24,PVR Cinemas,257.71,debit
2022/11/25,Flipkart Order,4957.61,debit
2022/11/26,Spotify Premium,119.0,debit
2022/11/26,Netflix Subscription,389.15,debit
2022/11/26,Swiggy Order,586.95,debit
2022/11/27,Newspaper Subscription,181.74,debit
2022/11/28,1mg Medicine Order,884.26,debit
2022/11/30,Transfer Received,22893.29,credit
2022/12/02,Rental Income,17667.5,credit
2022/12/02,Spa Treatment,641.83,debit
2022/12/02,Transfer Received,39408.68,credit
2022/12/03,Apollo Pharmacy,529.67,debit
2022/12/03,Newspaper Subscription,154.42,debit
2022/12/04,Netflix Subscription,358.93,debit
2022/12/04,Book Purchase,1067.52,debit
2022/12/05,Gaming Recharge,1927.83,debit
2022/12/05,Spa Treatment,1756.73,debit
2022/12/06,Online Course,1344.55,debit
2022/12/08,Zomato Food Delivery,642.74,debit
2022/12/08,ATM Withdrawal,970.4,debit
2022/12/08,Insurance Premium,1075.78,debit
2022/12/09,Ajio Clothing,1569.21,debit
2022/12/12,Hotstar Subscription,242.25,debit
2022/12/12,Travel Booking,18643.94,debit
2022/12/14,Refund Credit,4675.29,credit
2022/12/15,Apollo Pharmacy,1047.09,debit
2022/12/17,Dividend Credit,10319.34,credit
2022/12/17,PVR Cinemas,786.73,debit
2022/12/18,School Fees,7274.25,debit
2022/12/18,Travel Booking,19559.48,debit
2022/12/19,Reliance Fresh,1187.12,debit
2022/12/19,Book Purchase,712.3,debit
2022/12/22,Gaming Recharge,948.17,debit
2022/12/23,Parking Charges,237.97,debit
2022/12/23,Rental Income,12260.94,credit
2022/12/24,Bonus Credit,49391.14,credit
2022/12/25,Reliance Fresh,1578.53,debit
2022/12/26,Gaming Recharge,336.96,debit
2022/12/27,Interest Credit,2406.51,credit
2022/12/29,Gaming Recharge,1780.85,debit
2022/12/29,UPI Received,7833.54,credit
2022/12/29,UPI Received,17643.99,credit
2022/12/29,Gym Membership,2334.44,debit
2022/12/30,Netflix Subscription,391.54,debit
2023/01/01,BookMyShow Tickets,248.01,debit
2023/01/01,UPI Received,13193.07,credit
2023/01/01,Metro Card Recharge,926.46,debit
2023/01/01,Transfer Received,28397.3,credit
2023/01/02,Reliance Fresh,1832.86,debit
2023/01/02,Ajio Clothing,1130.0,debit
2023/01/03,Zomato Food Delivery,572.38,debit
2023/01/03,Spa Treatment,2192.96,debit
2023/01/03,Petrol / Diesel,1481.13,debit
2023/01/03,UPI Received,11294.13,credit
2023/01/04,Rental Income,17698.76,credit
2023/01/04,Flipkart Order,4386.28,debit
2023/01/05,Swiggy Order,223.68,debit
2023/01/06,School Fees,2022.72,debit
2023/01/07,Spa Treatment,751.9,debit
2023/01/08,Insurance Premium,2860.92,debit
2023/01/08,Water Bill,678.19,debit
2023/01/08,Ola Cab,389.85,debit
2023/01/09,Zomato Food Delivery,272.63,debit
2023/01/09,DMart Purchase,712.45,debit
2023/01/10,Online Course,4645.92,debit
2023/01/10,Gaming Recharge,635.15,debit
2023/01/11,Gaming Recharge,992.41,debit
2023/01/11,UPI Received,11895.27,credit
2023/01/11,Online Course,706.05,debit
2023/01/11,Travel Booking,17194.04,debit
2023/01/13,Bonus Credit,31611.38,credit
2023/01/14,Hair Salon,551.6,debit
2023/01/14,Parking Charges,138.74,debit
2023/01/15,Electricity Bill,4467.96,debit
2023/01/15,Meesho Order,194.91,debit
2023/01/15,Gym Membership,882.93,debit
2023/01/16,Amazon Prime,474.51,debit
2023/01/16,Restaurant Dinner,1405.27,debit
2023/01/16,Doctor Consultation,564.91,debit
2023/01/17,Maintenance Charges,2008.9,debit
2023/01/18,Book Purchase,1363.57,debit
2023/01/18,Swiggy Order,169.85,debit
2023/01/20,More Supermarket,1578.34,debit
2023/01/21,Amazon Purchase,1837.58,debit
2023/01/22,Ajio Clothing,827.52,debit
2023/01/22,Spotify Premium,119.0,debit
2023/01/25,Cashback Credit,761.49,credit
2023/01/25,Swiggy Order,732.87,debit
2023/01/25,Metro Card Recharge,543.94,debit
2023/01/26,Freelance Payment,12714.05,credit
2023/01/26,Hotstar Subscription,773.38,debit
2023/01/26,YouTube Premium,139.0,debit
2023/01/27,Rapido Bike Taxi,121.29,debit
2023/01/27,Insurance Premium,9345.63,debit
2023/01/27,DMart Purchase,3217.88,debit
2023/01/28,Meesho Order,1108.05,debit
2023/01/31,Transfer Received,33457.48,credit
2023/02/01,Freelance Payment,8464.19,credit
2023/02/02,Metro Card Recharge,305.22,debit
2023/02/03,School Fees,3353.52,debit
2023/02/04,Electricity Bill,3763.86,debit
2023/02/06,Jio Recharge,245.13,debit
2023/02/08,Transfer Received,48703.19,credit
2023/02/08,Hotel Stay,6359.19,debit
2023/02/08,School Fees,12181.75,debit
2023/02/09,Interest Credit,2141.38,credit
2023/02/09,Hotstar Subscription,324.12,debit
2023/02/09,Netflix Subscription,605.83,debit
2023/02/09,Amazon Purchase,3662.45,debit
2023/02/09,Spotify Premium,119.0,debit
2023/02/09,House Rent,21661.35,debit
2023/02/09,Hair Salon,664.45,debit
2023/02/10,Doctor Consultation,758.66,debit
2023/02/10,Interest Credit,2622.38,credit
2023/02/10,1mg Medicine Order,781.56,debit
2023/02/12,Dividend Credit,2705.22,credit
2023/02/13,Water Bill,732.79,debit
2023/02/14,Newspaper Subscription,242.24,debit
2023/02/14,Gaming Recharge,1618.99,debit
2023/02/15,YouTube Premium,139.0,debit
2023/02/16,Gaming Recharge,874.25,debit
2023/02/17,ATM Withdrawal,784.77,debit
2023/02/17,Swiggy Order,809.11,debit
2023/02/18,Hotstar Subscription,151.72,debit
2023/02/19,ATM Withdrawal,3918.22,debit
2023/02/19,Spa Treatment,1420.63,debit
2023/02/19,Interest Credit,1072.48,credit
2023/02/20,Doctor Consultation,1389.15,debit
2023/02/21,BigBasket Groceries,2175.16,debit
2023/02/22,Gym Membership,1237.38,debit
2023/02/22,Amazon Purchase,5191.45,debit
2023/02/24,Jio Recharge,304.31,debit
2023/02/26,Restaurant Dinner,974.7,debit
2023/02/27,Jio Recharge,458.14,debit
2023/02/28,Gaming Recharge,155.64,debit
2023/02/28,Rental Income,16027.71,credit
2023/03/01,School Fees,10607.55,debit
2023/03/01,Dividend Credit,1205.42,credit
2023/03/01,School Fees,8014.24,debit
2023/03/02,Newspaper Subscription,195.21,debit
2023/03/02,BigBasket Groceries,2939.23,debit
2023/03/04,Netflix Subscription,579.57,debit
2023/03/04,Water Bill,282.24,debit
2023/03/05,Newspaper Subscription,260.59,debit
2023/03/06,Flipkart Order,627.45,debit
2023/03/06,Water Bill,346.65,debit
2023/03/06,Apollo Pharmacy,886.95,debit
2023/03/08,Spotify Premium,119.0,debit
2023/03/08,School Fees,10933.16,debit
2023/03/08,1mg Medicine Order,408.68,debit
2023/03/09,Swiggy Order,634.38,debit
2023/03/09,Reliance Fresh,1183.51,debit
2023/03/09,Spotify Premium,119.0,debit
2023/03/10,PVR Cinemas,653.71,debit
2023/03/11,Maintenance Charges,2217.51,debit
2023/03/11,YouTube Premium,139.0,debit
2023/03/12,BigBasket Groceries,553.4,debit
2023/03/12,Electricity Bill,1808.96,debit
2023/03/13,Online Course,2413.92,debit
2023/03/13,DMart Purchase,2466.62,debit
2023/03/13,Cashback Credit,447.63,credit
2023/03/14,School Fees,8525.58,debit
2023/03/16,Uber Ride,432.46,debit
2023/03/17,Online Course,1474.34,debit
2023/03/17,ATM Withdrawal,670.45,debit
2023/03/18,Electricity Bill,1197.69,debit
2023/03/18,1mg Medicine Order,1117.82,debit
2023/03/19,Electricity Bill,4514.44,debit
2023/03/19,Metro Card Recharge,629.64,debit
2023/03/19,Ajio Clothing,2275.22,debit
2023/03/20,Interest Credit,773.99,credit
2023/03/20,Water Bill,370.67,debit
2023/03/21,Restaurant Dinner,2703.97,debit
2023/03/22,UPI Received,4666.93,credit
2023/03/22,Metro Card Recharge,509.69,debit
2023/03/22,Gym Membership,2244.75,debit
2023/03/23,Metro Card Recharge,929.68,debit
2023/03/23,Jio Recharge,309.3,debit
2023/03/23,Travel Booking,18381.65,debit
2023/03/25,PVR Cinemas,373.86,debit
2023/03/25,Amazon Purchase,1600.48,debit
2023/03/25,1mg Medicine Order,1189.07,debit
2023/03/27,Uber Ride,107.19,debit
2023/03/28,Ajio Clothing,3167.89,debit
2023/03/28,Refund Credit,1499.34,credit
2023/03/30,Airtel Mobile Bill,498.27,debit
2023/03/31,Cashback Credit,169.47,credit
2023/03/31,Hair Salon,424.06,debit
2023/04/01,Meesho Order,1410.07,debit
2023/04/02,Interest Credit,2938.45,credit
2023/04/02,Insurance Premium,6955.7,debit
2023/04/03,Flipkart Order,5428.71,debit
2023/04/03,BookMyShow Tickets,1234.84,debit
2023/04/03,Swiggy Order,132.47,debit
2023/04/04,UPI Received,17991.19,credit
2023/04/04,Apollo Pharmacy,1361.5,debit
2023/04/05,Rapido Bike Taxi,124.21,debit
2023/04/06,Ola Cab,215.91,debit
2023/04/07,Spotify Premium,119.0,debit
2023/04/07,YouTube Premium,139.0,debit
2023/04/07,Reliance Fresh,1945.81,debit
2023/04/07,Gym Membership,1797.8,debit
2023/04/08,Rapido Bike Taxi,151.36,debit
2023/04/09,Metro Card Recharge,657.56,debit
2023/04/09,Book Purchase,1057.74,debit
2023/04/09,UPI Received,13275.57,credit
2023/04/09,Insurance Premium,6639.37,debit
2023/04/09,Transfer Received,28827.35,credit
2023/04/11,Freelance Payment,22036.86,credit
2023/04/11,Online Course,4777.52,debit
2023/04/12,Reliance Fresh,909.95,debit
2023/04/12,Newspaper Subscription,296.0,debit
2023/04/13,Bonus Credit,45646.53,credit
2023/04/13,Cashback Credit,901.61,credit
2023/04/13,Spa Treatment,760.13,debit
2023/04/13,Flipkart Order,3570.1,debit
2023/04/13,Water Bill,252.78,debit
2023/04/13,Online Course,2941.8,debit
2023/04/15,Rental Income,9054.1,credit
2023/04/16,Restaurant Dinner,1696.04,debit
2023/04/17,Rental Income,9740.25,credit
2023/04/17,Airtel Mobile Bill,379.34,debit
2023/04/18,House Rent,21281.71,debit
2023/04/18,Netflix Subscription,380.9,debit
2023/04/18,Doctor Consultation,990.28,debit
2023/04/18,Gaming Recharge,963.85,debit
2023/04/19,Myntra Fashion,2305.87,debit
2023/04/21,PVR Cinemas,604.52,debit
2023/04/21,Flipkart Order,780.98,debit
2023/04/21,Hotel Stay,3176.82,debit
2023/04/22,Apollo Pharmacy,596.92,debit
2023/04/23,Reliance Fresh,419.02,debit
2023/04/23,Myntra Fashion,3236.2,debit
2023/04/25,Petrol / Diesel,1516.0,debit
2023/04/26,Spa Treatment,2188.12,debit
2023/04/27,Doctor Consultation,1722.01,debit
2023/04/27,Electricity Bill,3592.93,debit
2023/04/28,Salary Credit,66489.38,credit
2023/04/28,Electricity Bill,1258.45,debit
2023/04/28,Uber Ride,161.2,debit
2023/04/29,Doctor Consultation,1765.91,debit
2023/04/30,Book Purchase,741.09,debit
2023/04/30,Gym Membership,2143.6,debit
2023/04/30,Uber Ride,206.06,debit
2023/05/01,Travel Booking,4106.58,debit
2023/05/03,Flipkart Order,5047.35,debit
2023/05/04,Water Bill,223.79,debit
2023/05/04,Travel Booking,5959.74,debit
2023/05/04,Swiggy Order,285.58,debit
2023/05/06,Swiggy Order,144.53,debit
2023/05/07,Apollo Pharmacy,1239.17,debit
2023/05/07,Flipkart Order,5437.02,debit
2023/05/09,Parking Charges,291.52,debit
2023/05/11,Reliance Fresh,1051.94,debit
2023/05/13,Water Bill,753.46,debit
2023/05/13,Coffee Shop,163.59,debit
2023/05/13,Gym Membership,1625.65,debit
2023/05/14,Amazon Purchase,5462.42,debit
2023/05/16,Gaming Recharge,1171.83,debit
2023/05/17,School Fees,13803.8,debit
2023/05/17,Hair Salon,823.93,debit
2023/05/18,Refund Credit,2374.24,credit
2023/05/20,Dividend Credit,6587.55,credit
2023/05/20,Uber Ride,502.34,debit
2023/05/21,Travel Booking,9847.99,debit
2023/05/21,Airtel Mobile Bill,367.23,debit
2023/05/21,Myntra Fashion,3648.11,debit
2023/05/21,Insurance Premium,5273.39,debit
2023/05/27,Water Bill,467.77,debit
2023/05/30,UPI Received,5660.78,credit
2023/05/30,1mg Medicine Order,700.39,debit
2023/05/31,BookMyShow Tickets,723.82,debit
2023/06/02,Gym Membership,1779.97,debit
2023/06/04,Freelance Payment,28975.07,credit
2023/06/04,Travel Booking,10980.01,debit
2023/06/06,Book Purchase,315.27,debit
2023/06/06,Rapido Bike Taxi,61.89,debit
2023/06/07,Flipkart Order,347.83,debit
2023/06/08,More Supermarket,519.98,debit
2023/06/09,BigBasket Groceries,844.78,debit
2023/06/10,Ola Cab,220.8,debit
2023/06/10,1mg Medicine Order,1439.33,debit
2023/06/11,Spa Treatment,1378.32,debit
2023/06/12,Meesho Order,655.88,debit
2023/06/12,Petrol / Diesel,2337.74,debit
2023/06/12,Zomato Food Delivery,121.99,debit
2023/06/12,Dividend Credit,2223.02,credit
2023/06/12,Interest Credit,1611.07,credit
2023/06/12,Spotify Premium,119.0,debit
2023/06/12,Meesho Order,503.91,debit
2023/06/14,Interest Credit,2681.75,credit
2023/06/15,Metro Card Recharge,894.96,debit
2023/06/15,Uber Ride,287.53,debit
2023/06/15,Cashback Credit,863.83,credit
2023/06/19,Freelance Payment,12618.5,credit
2023/06/20,School Fees,5965.17,debit
2023/06/20,1mg Medicine Order,90.76,debit
2023/06/21,House Rent,28444.41,debit
2023/06/22,Reliance Fresh,1986.75,debit
2023/06/23,Rental Income,23597.44,credit
2023/06/23,Ajio Clothing,3469.56,debit
2023/06/23,Netflix Subscription,388.51,debit
2023/06/23,Online Course,2011.98,debit
2023/06/23,Airtel Mobile Bill,989.77,debit
2023/06/24,YouTube Premium,139.0,debit
2023/06/24,ATM Withdrawal,2955.79,debit
2023/06/25,Electricity Bill,2372.63,debit
2023/06/26,Hair Salon,279.2,debit
2023/06/27,Refund Credit,414.42,credit
2023/06/27,Flipkart Order,4729.64,debit
2023/06/27,Parking Charges,93.96,debit
2023/06/28,Travel Booking,9884.36,debit
2023/06/28,Rapido Bike Taxi,63.03,debit
2023/06/30,Rapido Bike Taxi,174.73,debit
2023/07/01,Transfer Received,13652.27,credit
2023/07/01,Petrol / Diesel,1093.37,debit
2023/07/01,YouTube Premium,139.0,debit
2023/07/02,UPI Received,1677.07,credit
2023/07/03,Spa Treatment,2195.67,debit
2023/07/06,Water Bill,677.95,debit
2023/07/06,Freelance Payment,24505.37,credit
2023/07/06,Zomato Food Delivery,848.88,debit
2023/07/09,YouTube Premium,139.0,debit
2023/07/10,Myntra Fashion,2745.26,debit
2023/07/10,Amazon Purchase,5714.52,debit
2023/07/10,UPI Received,14775.67,credit
2023/07/10,Zomato Food Delivery,271.81,debit
2023/07/10,Transfer Received,28764.73,credit
2023/07/12,BigBasket Groceries,2993.25,debit
2023/07/12,Hotel Stay,7743.74,debit
2023/07/13,Uber Ride,312.85,debit
2023/07/13,Hotstar Subscription,413.57,debit
2023/07/14,Metro Card Recharge,871.38,debit
2023/07/14,Amazon Purchase,608.09,debit
2023/07/14,BookMyShow Tickets,537.51,debit
2023/07/15,Dividend Credit,8581.85,credit
2023/07/15,Hair Salon,1299.96,debit
2023/07/16,Gym Membership,920.28,debit
2023/07/16,Ola Cab,421.19,debit
2023/07/16,Ola Cab,324.46,debit
2023/07/17,Netflix Subscription,177.84,debit
2023/07/18,BookMyShow Tickets,1138.19,debit
2023/07/19,Interest Credit,1469.66,credit
2023/07/20,Freelance Payment,26220.44,credit
2023/07/20,Ajio Clothing,700.81,debit
2023/07/21,BookMyShow Tickets,916.81,debit
2023/07/22,More Supermarket,187.97,debit
2023/07/22,Restaurant Dinner,2986.34,debit
2023/07/22,Zomato Food Delivery,763.8,debit
2023/07/23,Hotel Stay,8643.33,debit
2023/07/26,Amazon Prime,469.62,debit
2023/07/27,House Rent,12814.4,debit
2023/07/29,Book Purchase,1195.02,debit
2023/07/29,Petrol / Diesel,2751.64,debit
2023/08/01,Apollo Pharmacy,515.67,debit
2023/08/02,Uber Ride,520.3,debit
2023/08/02,Spa Treatment,995.54,debit
2023/08/03,Rapido Bike Taxi,199.2,debit
2023/08/04,BookMyShow Tickets,781.62,debit
2023/08/07,1mg Medicine Order,634.49,debit
2023/08/08,Spa Treatment,593.25,debit
2023/08/09,Jio Recharge,339.1,debit
