date,description,amount,transaction_type,category
2021-11-21,Household Repairs,INR 19086.40,debit,Housing
2021-11-21,Cashback Credit,INR 746.93,credit,Income
2021-11-21,BigBasket Groceries,INR 3783.53,debit,Groceries
2021-11-22,Milk Monthly,INR 933.59,debit,Groceries
2021-11-24,Bonus Credit,INR 62777.76,credit,Income
2021-11-24,Bonus Credit,INR 33650.03,credit,Income
2021-11-25,Flipkart Order,INR 1629.64,debit,Shopping
2021-11-25,Netflix Subscription,INR 433.46,debit,Subscriptions
2021-11-25,Home Appliance Purchase,INR 29198.98,debit,Shopping
2021-11-26,Home Appliance Purchase,INR 30513.62,debit,Shopping
2021-11-26,Refund Credit,INR 419.19,credit,Income
2021-11-26,BigBasket Groceries,INR 1762.43,debit,Groceries
2021-11-26,Milk Monthly,INR 626.68,debit,Groceries
2021-11-28,Myntra Fashion,INR 3357.02,debit,Shopping
2021-11-28,Rapido Bike Taxi,INR 135.98,debit,Transportation
2021-11-28,DMart Purchase,INR 964.76,debit,Groceries
2021-11-30,Spotify Premium,INR 119.00,debit,Subscriptions
2021-12-01,Amazon Prime,INR 972.97,debit,Subscriptions
2021-12-01,Swiggy Order,INR 243.48,debit,Food & Dining
2021-12-01,Toys & Games,INR 4639.25,debit,Shopping
2021-12-01,Amazon Purchase,INR 1557.72,debit,Shopping
2021-12-01,Reliance Fresh,INR 1224.64,debit,Groceries
2021-12-03,Myntra Fashion,INR 2561.64,debit,Shopping
2021-12-04,Kids Clothing,INR 1400.70,debit,Shopping
2021-12-04,Ajio Clothing,INR 1525.53,debit,Shopping
2021-12-05,Reliance Fresh,INR 1920.64,debit,Groceries
2021-12-06,BigBasket Groceries,INR 3286.90,debit,Groceries
2021-12-07,Cashback Credit,INR 234.93,credit,Income
2021-12-09,Toys & Games,INR 1543.60,debit,Shopping
2021-12-09,Amazon Prime,INR 380.39,debit,Subscriptions
2021-12-10,Children's Birthday Party,INR 11146.21,debit,Entertainment
2021-12-10,Tuition Teacher,INR 7454.79,debit,Education
2021-12-11,Rental Income,INR 15254.13,credit,Income
2021-12-11,Bonus Credit,INR 37102.13,credit,Income
2021-12-12,Car EMI,INR 9278.12,debit,Transportation
2021-12-12,DMart Purchase,INR 1869.28,debit,Groceries
2021-12-13,Myntra Fashion,INR 2228.80,debit,Shopping
2021-12-13,Uber Ride,INR 219.27,debit,Transportation
2021-12-13,Household Repairs,INR 3340.89,debit,Housing
2021-12-13,Meesho Order,INR 1206.83,debit,Shopping
2021-12-13,BigBasket Groceries,INR 2836.70,debit,Groceries
2021-12-15,Ajio Clothing,INR 3049.24,debit,Shopping
2021-12-15,Amazon Purchase,INR 7982.42,debit,Shopping
2021-12-16,Wife Salary,INR 55230.46,credit,Income
2021-12-16,YouTube Premium,INR 139.00,debit,Subscriptions
2021-12-17,Rapido Bike Taxi,INR 100.28,debit,Transportation
2021-12-18,Amazon Prime,INR 505.38,debit,Subscriptions
2021-12-18,Refund Credit,INR 1988.81,credit,Income
2021-12-21,Rapido Bike Taxi,INR 172.54,debit,Transportation
2021-12-23,Amazon Prime,INR 215.55,debit,Subscriptions
2021-12-23,Milk Monthly,INR 804.41,debit,Groceries
2021-12-24,Family Restaurant,INR 1916.75,debit,Food & Dining
2021-12-25,Vegetable Vendor,INR 576.51,debit,Groceries
2021-12-26,YouTube Premium,INR 139.00,debit,Subscriptions
2021-12-27,Family Restaurant,INR 3240.94,debit,Food & Dining
2021-12-28,Ola Cab,INR 94.22,debit,Transportation
2021-12-30,Interest Credit,INR 3943.83,credit,Income
2021-12-30,DMart Purchase,INR 2816.61,debit,Groceries
2021-12-31,Kids Clothing,INR 2397.45,debit,Shopping
2021-12-31,Flipkart Order,INR 4296.55,debit,Shopping
2021-12-31,Husband Salary,INR 76665.35,credit,Income
2022-01-01,Rental Income,INR 5825.93,credit,Income
2022-01-02,Tuition Teacher,INR 4042.08,debit,Education
2022-01-03,Hotstar Subscription,INR 417.84,debit,Subscriptions
2022-01-03,Property Tax,INR 6850.21,debit,Housing
2022-01-04,Home Appliance Purchase,INR 39054.33,debit,Shopping
2022-01-04,Ajio Clothing,INR 2731.88,debit,Shopping
2022-01-05,Uber Ride,INR 321.65,debit,Transportation
2022-01-05,Spotify Premium,INR 119.00,debit,Subscriptions
2022-01-07,Flipkart Order,INR 2962.23,debit,Shopping
2022-01-07,Spotify Premium,INR 119.00,debit,Subscriptions
2022-01-08,Children's Birthday Party,INR 6008.34,debit,Entertainment
2022-01-08,BigBasket Groceries,INR 3363.44,debit,Groceries
2022-01-08,BigBasket Groceries,INR 569.51,debit,Groceries
2022-01-09,Interest Credit,INR 1516.53,credit,Income
2022-01-10,Cashback Credit,INR 545.01,credit,Income
2022-01-12,Family Vacation,INR 7550.62,debit,Travel
2022-01-12,Household Repairs,INR 2781.53,debit,Housing
2022-01-13,Ajio Clothing,INR 2992.76,debit,Shopping
2022-01-13,Toys & Games,INR 2399.99,debit,Shopping
2022-01-14,Amazon Prime,INR 382.41,debit,Subscriptions
2022-01-14,Milk Monthly,INR 684.63,debit,Groceries
2022-01-14,Household Repairs,INR 18513.73,debit,Housing
2022-01-15,Household Repairs,INR 12990.37,debit,Housing
2022-01-15,Husband Salary,INR 88309.52,credit,Income
2022-01-15,Car EMI,INR 12225.90,debit,Transportation
2022-01-17,Home Appliance Purchase,INR 19484.49,debit,Shopping
2022-01-17,Amazon Prime,INR 980.36,debit,Subscriptions
2022-01-20,Amazon Prime,INR 827.23,debit,Subscriptions
2022-01-22,School Bus Fees,INR 2313.26,debit,Education
2022-01-24,Tuition Teacher,INR 4512.91,debit,Education
2022-01-24,Amazon Purchase,INR 5019.71,debit,Shopping
2022-01-25,Family Vacation,INR 41720.13,debit,Travel
2022-01-25,Family Vacation,INR 37785.02,debit,Travel
2022-01-26,Ola Cab,INR 251.68,debit,Transportation
2022-01-27,BigBasket Groceries,INR 3360.36,debit,Groceries
2022-01-28,Tuition Teacher,INR 3888.63,debit,Education
2022-01-28,Toys & Games,INR 2527.69,debit,Shopping
2022-01-30,Uber Ride,INR 378.88,debit,Transportation
2022-01-30,Spotify Premium,INR 119.00,debit,Subscriptions
2022-01-31,Zomato Food Delivery,INR 185.52,debit,Food & Dining
2022-01-31,Kids Clothing,INR 885.19,debit,Shopping
2022-01-31,Maid/Cook Salary,INR 7433.31,debit,Miscellaneous
2022-02-03,School Bus Fees,INR 2114.18,debit,Education
2022-02-04,Ajio Clothing,INR 2261.76,debit,Shopping
2022-02-05,Car Servicing,INR 7988.91,debit,Transportation
2022-02-07,Zomato Food Delivery,INR 279.26,debit,Food & Dining
2022-02-07,Tuition Teacher,INR 7755.40,debit,Education
2022-02-07,Amazon Purchase,INR 6261.79,debit,Shopping
2022-02-08,Myntra Fashion,INR 1081.64,debit,Shopping
2022-02-08,Swiggy Order,INR 492.18,debit,Food & Dining
2022-02-08,Uber Ride,INR 158.20,debit,Transportation
2022-02-08,Ola Cab,INR 349.27,debit,Transportation
2022-02-09,Flipkart Order,INR 1383.20,debit,Shopping
2022-02-11,BookMyShow Tickets,INR 987.70,debit,Entertainment
2022-02-11,Reliance Fresh,INR 1362.72,debit,Groceries
2022-02-12,Family Vacation,INR 30371.19,debit,Travel
2022-02-15,Maid/Cook Salary,INR 4804.03,debit,Miscellaneous
2022-02-15,Tuition Teacher,INR 4839.14,debit,Education
2022-02-16,Interest Credit,INR 4863.50,credit,Income
2022-02-16,Family Restaurant,INR 1991.27,debit,Food & Dining
2022-02-18,Milk Monthly,INR 941.15,debit,Groceries
2022-02-18,Swiggy Order,INR 607.62,debit,Food & Dining
2022-02-18,Family Restaurant,INR 950.43,debit,Food & Dining
2022-02-19,Property Tax,INR 4805.02,debit,Housing
2022-02-19,Spotify Premium,INR 119.00,debit,Subscriptions
2022-02-19,YouTube Premium,INR 139.00,debit,Subscriptions
2022-02-20,Ajio Clothing,INR 1945.66,debit,Shopping
2022-02-21,Myntra Fashion,INR 3583.90,debit,Shopping
2022-02-21,YouTube Premium,INR 139.00,debit,Subscriptions
2022-02-21,Household Repairs,INR 19162.28,debit,Housing
2022-02-21,YouTube Premium,INR 139.00,debit,Subscriptions
2022-02-22,Amazon Prime,INR 765.43,debit,Subscriptions
2022-02-24,Refund Credit,INR 493.17,credit,Income
2022-02-24,Car Servicing,INR 7259.58,debit,Transportation
2022-02-25,Reliance Fresh,INR 1302.57,debit,Groceries
2022-02-25,Reliance Fresh,INR 1183.98,debit,Groceries
2022-02-25,Rental Income,INR 15215.66,credit,Income
2022-02-25,School Bus Fees,INR 2850.90,debit,Education
2022-02-26,Wife Salary,INR 75897.22,credit,Income
2022-02-26,Flipkart Order,INR 4155.95,debit,Shopping
2022-02-27,Rental Income,INR 14711.34,credit,Income
2022-02-27,Car EMI,INR 12739.38,debit,Transportation
2022-02-27,Meesho Order,INR 486.67,debit,Shopping
2022-02-28,YouTube Premium,INR 139.00,debit,Subscriptions
2022-02-28,YouTube Premium,INR 139.00,debit,Subscriptions
2022-03-01,Spotify Premium,INR 119.00,debit,Subscriptions
2022-03-02,BookMyShow Tickets,INR 908.74,debit,Entertainment
2022-03-02,Cashback Credit,INR 1062.39,credit,Income
2022-03-03,Milk Monthly,INR 1141.24,debit,Groceries
2022-03-05,Interest Credit,INR 2230.87,credit,Income
2022-03-06,Home Appliance Purchase,INR 36057.92,debit,Shopping
2022-03-06,Rental Income,INR 7719.35,credit,Income
2022-03-06,Car Servicing,INR 7613.66,debit,Transportation
2022-03-07,Car EMI,INR 16322.92,debit,Transportation
2022-03-07,Toys & Games,INR 4085.31,debit,Shopping
2022-03-07,DMart Purchase,INR 1397.12,debit,Groceries
2022-03-08,Swiggy Order,INR 361.04,debit,Food & Dining
2022-03-09,Rapido Bike Taxi,INR 132.57,debit,Transportation
2022-03-10,Refund Credit,INR 4806.05,credit,Income
2022-03-11,Maid/Cook Salary,INR 7885.78,debit,Miscellaneous
2022-03-13,Spotify Premium,INR 119.00,debit,Subscriptions
2022-03-14,Amazon Purchase,INR 4224.52,debit,Shopping
2022-03-14,Ola Cab,INR 436.67,debit,Transportation
2022-03-15,Hotstar Subscription,INR 234.21,debit,Subscriptions
2022-03-15,YouTube Premium,INR 139.00,debit,Subscriptions
2022-03-16,YouTube Premium,INR 139.00,debit,Subscriptions
2022-03-17,Cashback Credit,INR 966.11,credit,Income
2022-03-17,Cashback Credit,INR 231.84,credit,Income
2022-03-18,More Supermarket,INR 828.04,debit,Groceries
2022-03-18,Uber Ride,INR 415.80,debit,Transportation
2022-03-20,Reliance Fresh,INR 1485.73,debit,Groceries
2022-03-20,YouTube Premium,INR 139.00,debit,Subscriptions
2022-03-23,Family Restaurant,INR 3262.37,debit,Food & Dining
2022-03-23,BigBasket Groceries,INR 3603.42,debit,Groceries
2022-03-25,Maid/Cook Salary,INR 9181.69,debit,Miscellaneous
2022-03-25,Household Repairs,INR 10257.64,debit,Housing
2022-03-26,Family Vacation,INR 46136.42,debit,Travel
2022-03-26,Reliance Fresh,INR 763.27,debit,Groceries
2022-03-27,Meesho Order,INR 984.64,debit,Shopping
2022-03-28,Rapido Bike Taxi,INR 69.59,debit,Transportation
2022-03-28,Refund Credit,INR 1460.00,credit,Income
2022-03-29,Car EMI,INR 14059.68,debit,Transportation
2022-03-31,Property Tax,INR 7592.00,debit,Housing
2022-03-31,Spotify Premium,INR 119.00,debit,Subscriptions
2022-03-31,DMart Purchase,INR 863.10,debit,Groceries
2022-04-02,More Supermarket,INR 146.13,debit,Groceries
2022-04-02,Uber Ride,INR 166.74,debit,Transportation
2022-04-04,More Supermarket,INR 1482.38,debit,Groceries
2022-04-05,BigBasket Groceries,INR 830.18,debit,Groceries
2022-04-06,Flipkart Order,INR 5641.18,debit,Shopping
2022-04-06,Car EMI,INR 15383.47,debit,Transportation
2022-04-06,Spotify Premium,INR 119.00,debit,Subscriptions
2022-04-06,Property Tax,INR 776.67,debit,Housing
2022-04-09,School Bus Fees,INR 2662.68,debit,Education
2022-04-10,Refund Credit,INR 4245.23,credit,Income
2022-04-11,More Supermarket,INR 876.45,debit,Groceries
2022-04-11,Reliance Fresh,INR 1912.94,debit,Groceries
2022-04-12,Hotstar Subscription,INR 800.20,debit,Subscriptions
2022-04-12,Car Servicing,INR 9420.53,debit,Transportation
2022-04-13,Ajio Clothing,INR 1667.95,debit,Shopping
2022-04-15,More Supermarket,INR 1419.90,debit,Groceries
2022-04-15,Reliance Fresh,INR 991.53,debit,Groceries
2022-04-15,Reliance Fresh,INR 248.35,debit,Groceries
2022-04-16,Household Repairs,INR 9692.44,debit,Housing
2022-04-16,YouTube Premium,INR 139.00,debit,Subscriptions
2022-04-17,Wife Salary,INR 68978.42,credit,Income
2022-04-18,Property Tax,INR 6109.18,debit,Housing
2022-04-18,Meesho Order,INR 1468.57,debit,Shopping
2022-04-18,Uber Ride,INR 481.09,debit,Transportation
2022-04-19,Interest Credit,INR 2596.10,credit,Income
2022-04-20,Kids Clothing,INR 2466.93,debit,Shopping
2022-04-20,Family Vacation,INR 56260.16,debit,Travel
2022-04-22,Zomato Food Delivery,INR 566.23,debit,Food & Dining
2022-04-22,Maid/Cook Salary,INR 6724.01,debit,Miscellaneous
2022-04-23,School Bus Fees,INR 1787.92,debit,Education
2022-04-23,Children's Birthday Party,INR 4690.91,debit,Entertainment
2022-04-23,BookMyShow Tickets,INR 1069.71,debit,Entertainment
2022-04-23,Rapido Bike Taxi,INR 141.23,debit,Transportation
2022-04-24,Amazon Purchase,INR 3677.75,debit,Shopping
2022-04-24,Property Tax,INR 2708.52,debit,Housing
2022-04-24,Car EMI,INR 18608.46,debit,Transportation
2022-04-25,Car Servicing,INR 7086.98,debit,Transportation
2022-04-25,Meesho Order,INR 886.70,debit,Shopping
2022-04-25,Amazon Purchase,INR 7256.36,debit,Shopping
2022-04-26,Netflix Subscription,INR 320.91,debit,Subscriptions
2022-04-27,Property Tax,INR 6629.80,debit,Housing
2022-04-29,YouTube Premium,INR 139.00,debit,Subscriptions
2022-04-30,Reliance Fresh,INR 1353.14,debit,Groceries
2022-05-01,Ajio Clothing,INR 1141.58,debit,Shopping
2022-05-01,Husband Salary,INR 64368.56,credit,Income
2022-05-01,More Supermarket,INR 1228.22,debit,Groceries
2022-05-02,Kids Clothing,INR 1678.59,debit,Shopping
2022-05-04,Flipkart Order,INR 2535.55,debit,Shopping
2022-05-06,DMart Purchase,INR 3203.98,debit,Groceries
2022-05-06,More Supermarket,INR 1045.55,debit,Groceries
2022-05-08,Ola Cab,INR 315.73,debit,Transportation
2022-05-09,Property Tax,INR 6468.21,debit,Housing
2022-05-09,Netflix Subscription,INR 493.67,debit,Subscriptions
2022-05-10,Uber Ride,INR 399.85,debit,Transportation
2022-05-10,BigBasket Groceries,INR 1829.25,debit,Groceries
2022-05-11,Wife Salary,INR 55583.06,credit,Income
2022-05-11,Refund Credit,INR 1324.40,credit,Income
2022-05-11,Car EMI,INR 13198.54,debit,Transportation
2022-05-12,Ola Cab,INR 378.10,debit,Transportation
2022-05-13,School Bus Fees,INR 3246.67,debit,Education
2022-05-14,Family Vacation,INR 25449.24,debit,Travel
2022-05-15,Wife Salary,INR 51355.51,credit,Income
2022-05-15,Husband Salary,INR 103018.83,credit,Income
2022-05-15,Milk Monthly,INR 737.68,debit,Groceries
2022-05-15,Ola Cab,INR 460.85,debit,Transportation
2022-05-15,Tuition Teacher,INR 2179.85,debit,Education
2022-05-16,Amazon Purchase,INR 5769.75,debit,Shopping
2022-05-16,Myntra Fashion,INR 3345.26,debit,Shopping
2022-05-16,Swiggy Order,INR 774.59,debit,Food & Dining
2022-05-17,Zomato Food Delivery,INR 523.78,debit,Food & Dining
2022-05-17,Wife Salary,INR 68435.12,credit,Income
2022-05-18,Bonus Credit,INR 70276.61,credit,Income
2022-05-19,Netflix Subscription,INR 490.13,debit,Subscriptions
2022-05-19,Toys & Games,INR 3240.30,debit,Shopping
2022-05-20,Hotstar Subscription,INR 239.61,debit,Subscriptions
2022-05-20,Family Vacation,INR 17417.69,debit,Travel
2022-05-22,Refund Credit,INR 3227.56,credit,Income
2022-05-24,Meesho Order,INR 1702.92,debit,Shopping
2022-05-24,Maid/Cook Salary,INR 7128.45,debit,Miscellaneous
2022-05-24,Tuition Teacher,INR 7962.75,debit,Education
2022-05-24,Toys & Games,INR 2025.08,debit,Shopping
2022-05-25,Flipkart Order,INR 3923.97,debit,Shopping
2022-05-25,BigBasket Groceries,INR 3587.48,debit,Groceries
2022-05-26,Netflix Subscription,INR 521.84,debit,Subscriptions
2022-05-26,Husband Salary,INR 132730.18,credit,Income
2022-05-26,Children's Birthday Party,INR 4153.43,debit,Entertainment
2022-05-26,DMart Purchase,INR 1248.21,debit,Groceries
2022-05-28,Meesho Order,INR 1414.92,debit,Shopping
2022-05-29,Milk Monthly,INR 1159.66,debit,Groceries
2022-05-29,Refund Credit,INR 3521.05,credit,Income
2022-05-31,Netflix Subscription,INR 400.97,debit,Subscriptions
2022-05-31,Rapido Bike Taxi,INR 31.88,debit,Transportation
2022-06-01,DMart Purchase,INR 1588.62,debit,Groceries
2022-06-01,Interest Credit,INR 3046.73,credit,Income
2022-06-02,Uber Ride,INR 300.31,debit,Transportation
2022-06-03,BigBasket Groceries,INR 3064.50,debit,Groceries
2022-06-04,Family Vacation,INR 46520.97,debit,Travel
2022-06-05,Wife Salary,INR 64600.38,credit,Income
2022-06-06,Reliance Fresh,INR 1830.99,debit,Groceries
2022-06-07,DMart Purchase,INR 2473.14,debit,Groceries
2022-06-07,Toys & Games,INR 4914.20,debit,Shopping
2022-06-07,Toys & Games,INR 648.71,debit,Shopping
2022-06-08,Meesho Order,INR 261.02,debit,Shopping
2022-06-11,Family Restaurant,INR 1497.21,debit,Food & Dining
2022-06-13,Wife Salary,INR 62825.98,credit,Income
2022-06-15,Zomato Food Delivery,INR 739.40,debit,Food & Dining
2022-06-16,Toys & Games,INR 4344.78,debit,Shopping
2022-06-16,Rental Income,INR 12133.80,credit,Income
2022-06-17,Kids Clothing,INR 1195.12,debit,Shopping
2022-06-18,Car EMI,INR 18335.03,debit,Transportation
2022-06-18,Ajio Clothing,INR 2780.75,debit,Shopping
2022-06-19,Refund Credit,INR 3557.22,credit,Income
2022-06-19,Family Restaurant,INR 3563.29,debit,Food & Dining
2022-06-20,Maid/Cook Salary,INR 3505.97,debit,Miscellaneous
2022-06-22,Flipkart Order,INR 5034.48,debit,Shopping
2022-06-22,Car Servicing,INR 3495.72,debit,Transportation
2022-06-23,Maid/Cook Salary,INR 9072.18,debit,Miscellaneous
2022-06-23,Wife Salary,INR 87421.65,credit,Income
2022-06-23,Netflix Subscription,INR 460.82,debit,Subscriptions
2022-06-24,Family Vacation,INR 51600.92,debit,Travel
2022-06-24,DMart Purchase,INR 941.82,debit,Groceries
2022-06-25,Netflix Subscription,INR 208.25,debit,Subscriptions
2022-06-25,Hotstar Subscription,INR 520.00,debit,Subscriptions
2022-06-26,Home Appliance Purchase,INR 27699.30,debit,Shopping
2022-06-29,DMart Purchase,INR 1914.29,debit,Groceries
2022-06-29,Flipkart Order,INR 796.78,debit,Shopping
2022-06-30,Family Vacation,INR 15601.24,debit,Travel
2022-07-01,Kids Clothing,INR 1960.44,debit,Shopping
2022-07-03,Rental Income,INR 5713.94,credit,Income
2022-07-04,More Supermarket,INR 1096.47,debit,Groceries
2022-07-05,Ajio Clothing,INR 1434.18,debit,Shopping
2022-07-07,Netflix Subscription,INR 294.80,debit,Subscriptions
2022-07-08,Ola Cab,INR 264.62,debit,Transportation
2022-07-08,Hotstar Subscription,INR 466.66,debit,Subscriptions
2022-07-08,Myntra Fashion,INR 2714.46,debit,Shopping
2022-07-09,More Supermarket,INR 276.28,debit,Groceries
2022-07-10,Netflix Subscription,INR 237.85,debit,Subscriptions
2022-07-10,Kids Clothing,INR 1012.67,debit,Shopping
2022-07-10,Household Repairs,INR 17009.98,debit,Housing
2022-07-11,YouTube Premium,INR 139.00,debit,Subscriptions
2022-07-11,Cashback Credit,INR 815.74,credit,Income
2022-07-11,Ajio Clothing,INR 2418.93,debit,Shopping
2022-07-11,Reliance Fresh,INR 995.42,debit,Groceries
2022-07-12,Family Restaurant,INR 3872.12,debit,Food & Dining
2022-07-12,Amazon Prime,INR 998.31,debit,Subscriptions
2022-07-13,Interest Credit,INR 2375.75,credit,Income
2022-07-13,Cashback Credit,INR 1584.00,credit,Income
2022-07-13,School Bus Fees,INR 2374.09,debit,Education
2022-07-13,Zomato Food Delivery,INR 420.89,debit,Food & Dining
2022-07-15,Rental Income,INR 17116.52,credit,Income
2022-07-16,YouTube Premium,INR 139.00,debit,Subscriptions
2022-07-17,DMart Purchase,INR 3197.17,debit,Groceries
2022-07-17,Tuition Teacher,INR 4981.55,debit,Education
2022-07-18,Refund Credit,INR 4547.12,credit,Income
2022-07-18,Children's Birthday Party,INR 10875.94,debit,Entertainment
2022-07-20,Interest Credit,INR 4662.22,credit,Income
2022-07-22,Cashback Credit,INR 1949.38,credit,Income
2022-07-23,Ola Cab,INR 161.38,debit,Transportation
2022-07-24,Swiggy Order,INR 691.45,debit,Food & Dining
2022-07-25,Home Appliance Purchase,INR 18158.98,debit,Shopping
2022-07-27,Uber Ride,INR 127.49,debit,Transportation
2022-07-29,DMart Purchase,INR 200.48,debit,Groceries
2022-07-29,Uber Ride,INR 401.46,debit,Transportation
2022-07-30,Ola Cab,INR 454.78,debit,Transportation
2022-07-30,Reliance Fresh,INR 331.73,debit,Groceries
2022-08-01,Amazon Purchase,INR 294.14,debit,Shopping
2022-08-01,Hotstar Subscription,INR 858.49,debit,Subscriptions
2022-08-03,Reliance Fresh,INR 619.47,debit,Groceries
2022-08-03,Ola Cab,INR 280.26,debit,Transportation
2022-08-04,Spotify Premium,INR 119.00,debit,Subscriptions
2022-08-04,Ola Cab,INR 84.45,debit,Transportation
2022-08-04,Household Repairs,INR 9965.98,debit,Housing
2022-08-05,Husband Salary,INR 143931.23,credit,Income
2022-08-06,Maid/Cook Salary,INR 5510.57,debit,Miscellaneous
2022-08-07,Hotstar Subscription,INR 397.58,debit,Subscriptions
2022-08-07,Wife Salary,INR 55707.38,credit,Income
2022-08-08,More Supermarket,INR 1164.70,debit,Groceries
2022-08-09,Reliance Fresh,INR 718.14,debit,Groceries
2022-08-09,Family Restaurant,INR 1550.07,debit,Food & Dining
2022-08-09,Family Vacation,INR 10147.07,debit,Travel
2022-08-11,Rental Income,INR 19553.10,credit,Income
2022-08-12,Flipkart Order,INR 3070.60,debit,Shopping
2022-08-12,Ajio Clothing,INR 1456.65,debit,Shopping
2022-08-14,Zomato Food Delivery,INR 453.49,debit,Food & Dining
2022-08-14,Netflix Subscription,INR 340.08,debit,Subscriptions
2022-08-14,Rental Income,INR 9968.26,credit,Income
2022-08-15,Swiggy Order,INR 503.49,debit,Food & Dining
2022-08-16,Zomato Food Delivery,INR 257.41,debit,Food & Dining
2022-08-17,Ola Cab,INR 468.87,debit,Transportation
2022-08-18,Car EMI,INR 18207.08,debit,Transportation
2022-08-20,Myntra Fashion,INR 1996.33,debit,Shopping
2022-08-22,Property Tax,INR 1136.15,debit,Housing
2022-08-22,Bonus Credit,INR 19341.30,credit,Income
2022-08-23,Household Repairs,INR 14576.95,debit,Housing
2022-08-23,Myntra Fashion,INR 2905.79,debit,Shopping
2022-08-23,Refund Credit,INR 1557.39,credit,Income
2022-08-24,DMart Purchase,INR 2813.52,debit,Groceries
2022-08-26,Milk Monthly,INR 687.53,debit,Groceries
2022-08-26,Netflix Subscription,INR 348.42,debit,Subscriptions
2022-08-26,Vegetable Vendor,INR 767.74,debit,Groceries
2022-08-28,Swiggy Order,INR 511.13,debit,Food & Dining
2022-08-29,Family Vacation,INR 42593.10,debit,Travel
2022-08-30,BookMyShow Tickets,INR 430.83,debit,Entertainment
2022-08-30,DMart Purchase,INR 2408.02,debit,Groceries
2022-08-30,Uber Ride,INR 586.30,debit,Transportation
2022-08-31,BigBasket Groceries,INR 834.28,debit,Groceries
2022-08-31,Tuition Teacher,INR 5439.73,debit,Education
2022-09-01,Children's Birthday Party,INR 12123.74,debit,Entertainment
2022-09-01,Refund Credit,INR 1353.13,credit,Income
2022-09-02,Husband Salary,INR 94887.90,credit,Income
2022-09-02,Flipkart Order,INR 1164.73,debit,Shopping
2022-09-04,BigBasket Groceries,INR 3264.25,debit,Groceries
2022-09-06,Myntra Fashion,INR 3530.58,debit,Shopping
2022-09-07,Husband Salary,INR 87997.06,credit,Income
2022-09-07,Family Restaurant,INR 2652.71,debit,Food & Dining
2022-09-08,Children's Birthday Party,INR 8879.10,debit,Entertainment
2022-09-08,Rental Income,INR 12369.33,credit,Income
2022-09-09,Swiggy Order,INR 838.21,debit,Food & Dining
2022-09-09,Car Servicing,INR 5436.91,debit,Transportation
2022-09-09,Cashback Credit,INR 589.34,credit,Income
2022-09-09,BigBasket Groceries,INR 3125.06,debit,Groceries
2022-09-10,Toys & Games,INR 1289.96,debit,Shopping
2022-09-11,Flipkart Order,INR 5156.02,debit,Shopping
2022-09-11,Household Repairs,INR 5403.08,debit,Housing
2022-09-12,Milk Monthly,INR 1049.58,debit,Groceries
2022-09-12,Rapido Bike Taxi,INR 184.11,debit,Transportation
2022-09-13,Hotstar Subscription,INR 396.38,debit,Subscriptions
2022-09-13,Husband Salary,INR 60911.52,credit,Income
2022-09-14,Family Restaurant,INR 1913.38,debit,Food & Dining
2022-09-15,Spotify Premium,INR 119.00,debit,Subscriptions
2022-09-18,Myntra Fashion,INR 1687.41,debit,Shopping
2022-09-19,Kids Clothing,INR 2063.36,debit,Shopping
2022-09-19,Maid/Cook Salary,INR 9199.34,debit,Miscellaneous
2022-09-19,Husband Salary,INR 138291.10,credit,Income
2022-09-21,Ajio Clothing,INR 2698.14,debit,Shopping
2022-09-22,Maid/Cook Salary,INR 8739.27,debit,Miscellaneous
2022-09-22,School Bus Fees,INR 3755.91,debit,Education
2022-09-24,More Supermarket,INR 1147.57,debit,Groceries
2022-09-25,DMart Purchase,INR 624.99,debit,Groceries
2022-09-25,DMart Purchase,INR 1900.36,debit,Groceries
2022-09-25,Toys & Games,INR 1800.94,debit,Shopping
2022-09-27,More Supermarket,INR 1517.37,debit,Groceries
2022-09-27,Car EMI,INR 17797.91,debit,Transportation
2022-09-28,Amazon Purchase,INR 2218.32,debit,Shopping
2022-09-28,Tuition Teacher,INR 5558.78,debit,Education
2022-09-28,Maid/Cook Salary,INR 7870.28,debit,Miscellaneous
2022-09-29,School Bus Fees,INR 3016.33,debit,Education
2022-09-30,Maid/Cook Salary,INR 3700.74,debit,Miscellaneous
2022-10-02,Car EMI,INR 12598.37,debit,Transportation
2022-10-02,Uber Ride,INR 233.79,debit,Transportation
2022-10-03,Milk Monthly,INR 1050.40,debit,Groceries
2022-10-03,Maid/Cook Salary,INR 9218.42,debit,Miscellaneous
2022-10-03,Amazon Purchase,INR 386.78,debit,Shopping
2022-10-05,Kids Clothing,INR 2197.17,debit,Shopping
2022-10-05,BigBasket Groceries,INR 3786.21,debit,Groceries
2022-10-05,Vegetable Vendor,INR 407.70,debit,Groceries
2022-10-05,Flipkart Order,INR 1897.29,debit,Shopping
2022-10-07,BigBasket Groceries,INR 2576.16,debit,Groceries
2022-10-07,YouTube Premium,INR 139.00,debit,Subscriptions
2022-10-07,Maid/Cook Salary,INR 9233.29,debit,Miscellaneous
2022-10-08,Uber Ride,INR 350.72,debit,Transportation
2022-10-08,Family Vacation,INR 42644.00,debit,Travel
2022-10-08,Ola Cab,INR 222.45,debit,Transportation
2022-10-10,Ola Cab,INR 428.87,debit,Transportation
2022-10-11,Bonus Credit,INR 55337.60,credit,Income
2022-10-11,Vegetable Vendor,INR 700.56,debit,Groceries
2022-10-13,Car Servicing,INR 11167.61,debit,Transportation
